ad_id,advertiser,category,ad_title,ad_description,is_job_listing,job_category,compensation,creation_date,budget,targeting_strategy,ad_format,ad_objective,target_interests,protected_attr_score,age_group_18-24_targeting_weight,age_group_25-34_targeting_weight,age_group_35-44_targeting_weight,age_group_45-54_targeting_weight,age_group_55-64_targeting_weight,age_group_65+_targeting_weight,gender_Male_targeting_weight,gender_Female_targeting_weight,gender_Non-binary_targeting_weight,ethnicity_White_targeting_weight,ethnicity_Black_targeting_weight,ethnicity_Hispanic_targeting_weight,ethnicity_Asian_targeting_weight,ethnicity_Indigenous_targeting_weight,ethnicity_Other_targeting_weight,socioeconomic_status_Low_targeting_weight,socioeconomic_status_Medium_targeting_weight,socioeconomic_status_High_targeting_weight,disability_status_None_targeting_weight,disability_status_Physical_targeting_weight,disability_status_Cognitive_targeting_weight,disability_status_Sensory_targeting_weight,disability_status_Multiple_targeting_weight,geo_score,Northeast_targeting_weight,Southeast_targeting_weight,Midwest_targeting_weight,Southwest_targeting_weight,West_targeting_weight,device_score,mobile_targeting_weight,desktop_targeting_weight,apple_targeting_weight,android_targeting_weight,behavior_score,high_engagement_weight,high_value_weight,loyal_visitor_weight
14,"Crawford, Nunez and Miller",Entertainment,"Sellers, Garcia and Webb Entertainment Product",Form firm my consumer direction somebody nice. Crime will many democratic instead even business. Decide turn need sound foreign tree.,0,,,2025-03-28,Low,Specific,Text,Engagement,Arts,0.18036984317589266,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9918404288440038,0.5,0.5,0.5,0.5,0.5,0.25295961532213385,0.5910654615159682,0.5,0.5,0.5,0.8267859307761645,0.5,0.5,0.5
15,Watson-Stewart,Professional Services,Service Industry Position at Scott Inc,"Write dream would hotel level it threat. Send analysis police check just.
Full participant change. Adult name talk old special half. Behavior interview great three.",1,Service Industry,Medium,2025-04-25,High,Specific,Video,Consideration,"Fashion,Gaming",0.8319003125833536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3053112973218839,0.6373900837948477,0.5,0.5,0.5,0.6099120670358782,0.6178698507340386,0.5,0.7224331462642539,0.5,0.5,0.41870831221363836,0.5,0.5,0.5
16,Flores Group,Automotive,Walker LLC Automotive Offer,"Significant force past writer. Child class station nor music tree wear.
Benefit eye which but place yes office. May catch travel meeting. Real learn charge dark.",0,,,2025-03-02,Medium,Specific,Video,Engagement,"Health,Sports,Technology",0.051591716072397986,0.5,0.5,0.5,0.5,0.5,0.5,0.5132332751725701,0.48676672482742994,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.4767837277674209,0.5,0.523216272232579,0.5,0.5,0.5,0.5,0.5,0.6068677811302792,0.5,0.7184724012069005,0.7184724012069005,0.6638543009051754,0.5,0.6956544339291119,0.5,0.5,0.5,0.5,0.38998148711773895,0.6754916692029825,0.710590003043579,0.5
17,Alexander-Morris,Professional Services,Service Industry Position at Brown PLC,Wind give continue region support produce inside. Age believe which hot with part write. Where media admit animal agreement heavy yeah. Line assume tough skin.,1,Service Industry,Medium,2025-04-03,Medium,Broad,Text,Consideration,"Fashion,Finance,Gaming",0.9450663221585448,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.816174754303865,0.8672786394367393,0.5,0.5,0.5,0.7938229115493913,0.041043453209379854,0.5,0.5147756431553767,0.5,0.5,0.023321407589214305,0.5,0.5,0.5
18,Hunter-Olson,Entertainment,Jackson Ltd Entertainment Offer,"Sign watch citizen note low act. Subject sound nor need.
Dream woman charge under situation. Onto everybody back thought will.",0,,,2025-04-17,High,Specific,Video,Awareness,Travel,0.6245544609405081,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4215903411791905,0.5,0.5,0.5,0.5,0.5,0.8266304573346779,0.7975869646404841,0.5,0.5,0.5,0.4284740884368029,0.5,0.5,0.5
19,Gonzalez and Sons,Entertainment,Wright-Leonard Entertainment Service,"Both family chair woman protect. Chair security successful why.
It test political action town should worry. Within for practice indeed.
Ago away east send they other. Beyond book film.",0,,,2025-04-17,Low,Specific,Video,Engagement,"Education,Gaming,Food",0.3121121789262653,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.258156783463114,0.5,0.5,0.5,0.5,0.5,0.6802881358492816,0.7449037289057414,0.5,0.5,0.5,0.9941246227460243,0.5,0.5,0.5
20,"Gonzalez, Crane and Mercer",Home Services,"Bailey, Leblanc and Jackson Home Services Service","Lay teacher song relationship real how large. Behavior message send big sing.
Upon already movie forward. Cold clearly development really TV town else. Subject pattern tough look bring.",0,,,2025-03-18,Low,Specific,Interactive,Engagement,Arts,0.4372953077036906,0.5,0.5,0.5,0.5,0.5,0.5,0.38783375357400335,0.6121662464259966,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7869028934776973,0.5,0.5,0.5,0.5,0.5,0.6422542655528151,0.5,0.5,0.5,0.5,0.5515840062560036,0.5,0.5,0.5
21,Hill Ltd,Professional Services,Entry Level Position at Johnston-Cunningham,"Explain a reason treatment full kitchen. Foreign effort skin treatment land.
Either mind along dark easy simple. Space image government minute.",1,Entry Level,Low,2025-03-11,Low,Specific,Image,Traffic,"Fashion,Food",0.3929959799597341,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.38259904681804624,0.6721695710681208,0.5,0.5,0.5,0.6377356568544966,0.899187050856819,0.5,0.8237073383084549,0.5,0.5,0.36922490567560884,0.5,0.5,0.5
22,Combs Inc,Retail,"Ward, Howe and Shaw Retail Offer","Financial put sure law personal then. Product recently number lay.
Sure bed lawyer. Inside responsibility cost lose TV speak. Sense east method form.",0,,,2025-04-15,Medium,Specific,Text,Consideration,Finance,0.6389636662746017,0.5,0.5,0.5,0.5,0.5,0.5,0.3361058196005647,0.6638941803994354,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2122909172151869,0.5,0.5764247301974673,0.5764247301974673,0.5573185476481004,0.5,0.24134914157473708,0.5,0.5,0.5,0.5,0.3412624931167286,0.5,0.5,0.5
23,Romero-Hardin,Automotive,"Gross, Maldonado and Davis Automotive Offer","State firm act. Here society staff budget. Of lead middle newspaper.
Light simple across main of center job entire.",0,,,2025-02-20,Low,Specific,Video,Consideration,"Arts,Finance,Sports",0.12025036289784896,0.5,0.5,0.5,0.5,0.5,0.5,0.5308442180832983,0.46915578191670176,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.445887336695968,0.5,0.5541126633040321,0.5,0.5,0.5,0.5,0.5,0.7347675281229329,0.5,0.7645163101242558,0.7645163101242558,0.6983872325931919,0.5,0.6456233714756221,0.5,0.5,0.5,0.5,0.015503373928055897,0.5069765182676251,0.5083718219211502,0.5
24,"Cox, Navarro and Robbins",Automotive,Smith LLC Automotive Offer,"Page represent you child small hot. Stuff discussion room meet.
Stage property instead. Top southern great myself. Current however grow my teach. Gas education decide wife artist chair.",0,,,2025-04-09,Low,Broad,Carousel,Traffic,"Health,Finance",0.7082517458550163,0.5,0.5,0.5,0.5,0.5,0.5,0.6816665728118116,0.31833342718818836,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.18128671436524268,0.5,0.8187132856347573,0.5,0.5,0.5,0.5,0.5,0.5557933928238449,0.5,0.7000856214165841,0.7000856214165841,0.6500642160624381,0.5,0.14692720337770981,0.5,0.5,0.5,0.5,0.8292340544546547,0.8731553245045947,0.9477863894055135,0.5
