impression_id,user_id,ad_id,timestamp,clicked,device,platform,operating_system,browser,connection_type,pages_in_session,session_duration_seconds,visitor_status
29,2,5,2025-04-11 12:45:42,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
30,2,23,2025-04-08 23:29:40,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
31,2,2,2025-04-27 14:08:00,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
32,2,8,2025-05-02 22:48:07,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
33,2,7,2025-04-19 03:41:05,1,desktop,search_engine,iOS,Safari,WiFi,1,470,Returning
34,2,20,2025-04-10 03:58:25,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
35,2,15,2025-04-12 14:09:30,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
36,2,24,2025-04-05 15:23:58,0,desktop,search_engine,iOS,Safari,WiFi,1,470,Returning
37,2,12,2025-04-10 19:20:59,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
38,2,6,2025-04-20 04:11:12,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
39,2,10,2025-04-17 01:44:56,0,desktop,search_engine,iOS,Safari,WiFi,1,470,Returning
40,2,3,2025-05-01 18:11:01,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
41,2,17,2025-05-04 16:26:53,0,desktop,search_engine,iOS,Safari,WiFi,1,470,Returning
42,2,18,2025-04-12 19:35:54,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
43,2,21,2025-04-16 02:39:52,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
44,3,9,2025-04-04 21:47:49,0,desktop,app,Android,Safari,4G,4,244,New
45,3,10,2025-04-21 18:29:50,0,desktop,search_engine,Android,Safari,4G,4,244,New
46,3,19,2025-04-10 08:52:09,0,desktop,search_engine,Android,Safari,4G,4,244,New
47,3,21,2025-05-02 01:15:25,0,desktop,search_engine,Android,Safari,4G,4,244,New
48,3,7,2025-04-14 12:14:03,0,desktop,search_engine,Android,Safari,4G,4,244,New
49,3,13,2025-05-04 02:57:18,0,desktop,website,Android,Safari,4G,4,244,New
50,3,6,2025-04-24 00:17:37,0,desktop,website,Android,Safari,4G,4,244,New
51,3,24,2025-04-28 17:40:50,0,desktop,search_engine,Android,Safari,4G,4,244,New
52,3,12,2025-04-29 05:17:43,0,desktop,app,Android,Safari,4G,4,244,New
53,3,15,2025-04-15 10:19:18,0,desktop,social_media,Android,Safari,4G,4,244,New
54,3,11,2025-04-25 19:21:47,1,desktop,social_media,Android,Safari,4G,4,244,New
55,3,5,2025-04-29 09:32:56,0,desktop,app,Android,Safari,4G,4,244,New
56,3,2,2025-04-09 13:45:45,0,desktop,app,Android,Safari,4G,4,244,New
57,3,17,2025-05-02 23:39:31,0,desktop,search_engine,Android,Safari,4G,4,244,New
58,3,4,2025-04-25 05:06:40,0,desktop,search_engine,Android,Safari,4G,4,244,New
59,3,20,2025-04-24 04:41:36,1,desktop,social_media,Android,Safari,4G,4,244,New
60,3,3,2025-04-09 01:27:53,0,desktop,app,Android,Safari,4G,4,244,New
61,3,0,2025-04-20 20:52:16,0,desktop,search_engine,Android,Safari,4G,4,244,New
62,3,18,2025-04-24 07:55:29,0,desktop,social_media,Android,Safari,4G,4,244,New
63,3,16,2025-04-06 05:09:22,0,desktop,website,Android,Safari,4G,4,244,New
64,4,2,2025-04-09 06:10:09,0,mobile,website,Android,Safari,Cable,12,282,Returning
65,4,16,2025-04-16 00:41:00,0,mobile,website,Android,Safari,Cable,12,282,Returning
66,4,9,2025-04-30 00:09:48,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
67,4,12,2025-05-03 07:24:52,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
68,4,22,2025-04-28 21:44:27,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
69,4,6,2025-04-07 12:12:52,0,mobile,website,Android,Safari,Cable,12,282,Returning
70,4,10,2025-04-20 18:27:22,0,mobile,app,Android,Safari,Cable,12,282,Returning
71,4,0,2025-04-08 15:19:54,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
72,4,18,2025-04-17 20:02:22,0,mobile,website,Android,Safari,Cable,12,282,Returning
73,4,4,2025-04-27 02:28:46,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
74,4,23,2025-04-08 18:37:00,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
75,4,17,2025-04-12 04:14:18,1,mobile,app,Android,Safari,Cable,12,282,Returning
76,4,5,2025-04-21 06:48:03,0,mobile,app,Android,Safari,Cable,12,282,Returning
77,4,8,2025-04-18 18:26:55,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
78,4,3,2025-05-01 21:03:54,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
79,4,24,2025-04-07 15:37:27,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
80,4,11,2025-04-08 17:05:31,0,mobile,app,Android,Safari,Cable,12,282,Returning
81,4,14,2025-04-27 06:58:53,0,mobile,website,Android,Safari,Cable,12,282,Returning
82,4,13,2025-04-13 14:21:29,0,mobile,app,Android,Safari,Cable,12,282,Returning
83,4,19,2025-04-22 17:18:57,0,mobile,website,Android,Safari,Cable,12,282,Returning
84,4,7,2025-04-07 04:33:50,1,mobile,search_engine,Android,Safari,Cable,12,282,Returning
85,4,20,2025-04-21 09:01:35,0,mobile,website,Android,Safari,Cable,12,282,Returning
86,5,18,2025-04-19 08:47:47,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
87,5,7,2025-04-09 07:08:15,1,mobile,website,iOS,Chrome,5G,1,142,New
88,5,19,2025-04-30 19:35:57,0,mobile,social_media,iOS,Chrome,5G,1,142,New
89,5,6,2025-04-21 01:11:59,0,mobile,app,iOS,Chrome,5G,1,142,New
90,5,13,2025-04-21 07:49:40,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
91,5,2,2025-04-29 03:19:49,0,mobile,social_media,iOS,Chrome,5G,1,142,New
92,5,23,2025-04-10 01:30:20,0,mobile,app,iOS,Chrome,5G,1,142,New
93,5,5,2025-04-19 02:07:55,0,mobile,app,iOS,Chrome,5G,1,142,New
94,5,11,2025-04-29 19:21:54,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
95,5,24,2025-05-02 15:22:15,0,mobile,app,iOS,Chrome,5G,1,142,New
96,5,10,2025-04-14 07:22:09,0,mobile,social_media,iOS,Chrome,5G,1,142,New
97,5,15,2025-04-17 09:29:29,0,mobile,website,iOS,Chrome,5G,1,142,New
98,5,17,2025-05-02 07:25:53,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
99,5,21,2025-04-27 07:03:16,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
100,5,16,2025-04-25 11:13:04,0,mobile,social_media,iOS,Chrome,5G,1,142,New
101,5,8,2025-04-20 06:49:39,0,mobile,social_media,iOS,Chrome,5G,1,142,New
102,5,20,2025-05-03 08:04:19,0,mobile,social_media,iOS,Chrome,5G,1,142,New
103,5,4,2025-04-23 07:28:27,0,mobile,app,iOS,Chrome,5G,1,142,New
104,5,0,2025-04-18 18:30:11,0,mobile,app,iOS,Chrome,5G,1,142,New
105,5,1,2025-04-25 04:12:34,0,mobile,social_media,iOS,Chrome,5G,1,142,New
106,5,14,2025-04-22 03:03:49,0,mobile,website,iOS,Chrome,5G,1,142,New
107,5,22,2025-04-14 07:04:32,0,mobile,social_media,iOS,Chrome,5G,1,142,New
108,5,12,2025-04-22 16:18:03,0,mobile,social_media,iOS,Chrome,5G,1,142,New
109,5,3,2025-04-09 08:28:51,0,mobile,social_media,iOS,Chrome,5G,1,142,New
110,5,9,2025-05-04 15:11:33,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
111,6,17,2025-04-12 19:29:59,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
112,6,4,2025-04-30 00:03:49,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
113,6,8,2025-04-22 09:40:51,0,mobile,app,iOS,Chrome,4G,4,161,Returning
114,6,20,2025-04-22 06:30:13,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
115,6,12,2025-04-19 03:27:50,0,mobile,website,iOS,Chrome,4G,4,161,Returning
116,6,23,2025-04-08 15:40:06,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
117,6,3,2025-05-04 06:12:56,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
118,6,18,2025-04-30 06:07:19,0,mobile,app,iOS,Chrome,4G,4,161,Returning
119,6,7,2025-04-20 02:05:36,1,mobile,website,iOS,Chrome,4G,4,161,Returning
120,6,24,2025-05-04 09:10:49,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
121,6,16,2025-04-20 06:54:44,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
122,6,0,2025-04-25 05:51:05,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
123,6,19,2025-04-26 07:28:39,0,mobile,app,iOS,Chrome,4G,4,161,Returning
124,6,15,2025-05-04 05:43:05,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
125,6,6,2025-04-23 06:28:22,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
126,6,2,2025-04-20 21:48:00,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
127,7,8,2025-04-07 04:15:12,0,mobile,website,Android,Chrome,4G,4,1052,New
128,7,14,2025-04-21 11:34:00,0,mobile,website,Android,Chrome,4G,4,1052,New
129,7,0,2025-04-18 16:10:55,0,mobile,app,Android,Chrome,4G,4,1052,New
130,7,21,2025-04-12 20:43:31,0,mobile,website,Android,Chrome,4G,4,1052,New
131,7,9,2025-04-15 16:36:39,0,mobile,app,Android,Chrome,4G,4,1052,New
132,7,10,2025-04-11 00:56:27,1,mobile,website,Android,Chrome,4G,4,1052,New
133,7,11,2025-05-01 11:09:03,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
134,7,23,2025-04-08 11:48:14,0,mobile,website,Android,Chrome,4G,4,1052,New
135,7,15,2025-05-01 10:30:29,0,mobile,website,Android,Chrome,4G,4,1052,New
136,7,7,2025-04-09 00:31:08,0,mobile,social_media,Android,Chrome,4G,4,1052,New
137,7,22,2025-04-08 17:31:44,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
138,7,16,2025-04-14 00:14:12,0,mobile,app,Android,Chrome,4G,4,1052,New
139,7,18,2025-04-06 03:34:11,0,mobile,website,Android,Chrome,4G,4,1052,New
140,7,13,2025-04-08 15:11:41,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
141,7,6,2025-04-07 06:29:45,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
142,7,4,2025-05-04 18:23:12,0,mobile,website,Android,Chrome,4G,4,1052,New
143,7,5,2025-04-07 14:39:58,0,mobile,social_media,Android,Chrome,4G,4,1052,New
144,8,17,2025-04-27 14:51:53,0,mobile,website,iOS,Chrome,WiFi,1,538,New
145,8,10,2025-04-09 06:04:30,0,mobile,app,iOS,Chrome,WiFi,1,538,New
146,8,16,2025-05-03 20:15:19,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
147,8,21,2025-04-13 19:52:50,0,mobile,website,iOS,Chrome,WiFi,1,538,New
148,8,11,2025-05-01 10:23:21,0,mobile,website,iOS,Chrome,WiFi,1,538,New
149,8,13,2025-05-04 19:00:53,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
150,8,18,2025-04-08 16:43:18,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
151,8,3,2025-04-26 06:33:28,1,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
152,8,20,2025-04-14 10:12:12,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
153,8,19,2025-04-08 12:37:52,0,mobile,app,iOS,Chrome,WiFi,1,538,New
154,8,7,2025-05-01 19:15:46,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
155,8,14,2025-04-04 22:44:48,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
156,8,4,2025-04-27 19:28:24,0,mobile,website,iOS,Chrome,WiFi,1,538,New
157,8,12,2025-04-13 01:27:16,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
158,8,0,2025-04-11 21:19:24,0,mobile,app,iOS,Chrome,WiFi,1,538,New
159,8,9,2025-04-16 06:12:17,0,mobile,website,iOS,Chrome,WiFi,1,538,New
160,8,15,2025-04-27 04:41:32,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
161,8,2,2025-04-23 03:50:42,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
162,8,6,2025-04-30 05:15:04,0,mobile,website,iOS,Chrome,WiFi,1,538,New
163,8,24,2025-04-27 08:01:39,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
164,8,22,2025-04-14 04:22:36,0,mobile,website,iOS,Chrome,WiFi,1,538,New
165,8,8,2025-04-26 13:54:38,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
166,9,7,2025-04-21 09:10:41,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
167,9,5,2025-04-29 09:35:31,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
168,9,4,2025-04-11 00:17:48,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
169,9,0,2025-04-15 07:13:46,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
170,9,16,2025-04-15 05:38:22,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
171,9,20,2025-04-13 02:14:06,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
172,9,6,2025-04-06 11:05:23,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
173,9,8,2025-05-03 00:59:48,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
174,9,12,2025-04-17 23:15:35,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
175,9,21,2025-04-16 10:22:22,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
176,9,18,2025-04-07 00:59:00,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
177,9,2,2025-04-27 02:04:19,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
178,9,23,2025-04-26 08:38:22,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
179,9,19,2025-04-21 00:08:14,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
180,9,10,2025-04-24 14:30:01,1,mobile,app,iOS,Chrome,WiFi,3,265,Returning
181,9,9,2025-04-06 18:58:57,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
182,9,11,2025-04-19 12:49:42,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
183,9,22,2025-04-13 02:26:52,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
184,9,14,2025-04-18 10:45:07,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
185,9,1,2025-04-24 18:25:45,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
186,9,3,2025-04-06 14:03:46,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
187,9,17,2025-04-15 14:15:18,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
188,9,24,2025-04-13 10:56:58,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
189,9,13,2025-04-06 11:41:07,1,mobile,app,iOS,Chrome,WiFi,3,265,Returning
190,9,15,2025-04-16 21:29:32,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
191,10,10,2025-04-10 10:25:15,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
192,10,12,2025-04-18 10:13:08,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
193,10,8,2025-04-13 05:05:25,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
194,10,13,2025-04-27 18:04:54,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
195,10,17,2025-04-25 03:35:52,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
196,10,23,2025-04-16 07:00:53,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
197,10,24,2025-04-29 13:14:28,1,mobile,website,iOS,Chrome,5G,11,65,Loyal
198,10,6,2025-04-30 02:08:58,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
199,10,7,2025-04-09 21:19:12,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
200,10,5,2025-04-23 11:11:24,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
201,10,2,2025-04-24 06:38:26,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
202,10,9,2025-04-21 02:00:23,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
203,10,16,2025-05-02 02:54:22,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
204,10,1,2025-04-18 11:01:29,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
205,10,18,2025-04-08 19:27:23,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
206,10,21,2025-05-01 23:15:18,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
207,10,4,2025-04-08 06:07:44,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
208,11,3,2025-04-20 11:04:37,0,mobile,social_media,Android,Chrome,DSL,5,109,New
209,11,19,2025-04-30 22:16:41,0,mobile,social_media,Android,Chrome,DSL,5,109,New
210,11,2,2025-04-15 06:12:01,0,mobile,social_media,Android,Chrome,DSL,5,109,New
211,11,22,2025-04-26 17:51:07,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
212,11,17,2025-04-24 20:48:25,0,mobile,app,Android,Chrome,DSL,5,109,New
213,11,16,2025-04-15 05:46:20,0,mobile,social_media,Android,Chrome,DSL,5,109,New
214,11,18,2025-04-21 04:13:33,0,mobile,app,Android,Chrome,DSL,5,109,New
215,11,14,2025-04-17 02:20:02,0,mobile,social_media,Android,Chrome,DSL,5,109,New
216,11,7,2025-04-27 23:47:48,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
217,11,4,2025-04-16 03:30:05,0,mobile,app,Android,Chrome,DSL,5,109,New
218,11,5,2025-04-29 08:00:56,0,mobile,social_media,Android,Chrome,DSL,5,109,New
219,11,13,2025-04-22 13:31:49,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
220,11,6,2025-04-11 00:20:44,0,mobile,app,Android,Chrome,DSL,5,109,New
221,11,0,2025-04-16 13:17:58,0,mobile,app,Android,Chrome,DSL,5,109,New
222,11,15,2025-04-16 03:18:33,0,mobile,website,Android,Chrome,DSL,5,109,New
223,11,10,2025-04-12 11:07:16,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
224,11,11,2025-04-28 17:18:00,0,mobile,social_media,Android,Chrome,DSL,5,109,New
225,11,9,2025-04-06 08:37:52,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
226,11,12,2025-05-03 15:26:12,0,mobile,app,Android,Chrome,DSL,5,109,New
227,11,24,2025-04-28 18:12:01,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
228,11,8,2025-04-12 04:32:31,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
229,11,21,2025-04-07 00:53:46,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
230,12,15,2025-04-22 12:06:08,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
231,12,23,2025-04-25 19:10:04,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
232,12,4,2025-04-13 18:46:43,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
233,12,24,2025-04-22 03:00:49,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
234,12,21,2025-04-06 16:25:04,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
235,12,0,2025-04-07 14:08:33,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
236,12,7,2025-04-15 08:13:08,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
237,12,3,2025-04-07 03:56:37,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
238,12,8,2025-04-28 15:20:13,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
239,12,11,2025-04-09 03:58:16,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
240,12,16,2025-04-23 10:44:09,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
241,12,18,2025-04-21 04:31:20,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
242,12,20,2025-04-05 09:20:00,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
243,12,6,2025-04-05 20:19:33,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
244,12,2,2025-04-24 02:50:42,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
245,12,5,2025-04-06 01:43:32,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
246,12,13,2025-04-27 21:11:47,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
247,13,13,2025-05-02 14:55:30,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
248,13,16,2025-05-01 20:58:27,0,mobile,website,Android,Chrome,4G,11,12,Returning
249,13,23,2025-05-02 05:38:34,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
250,13,18,2025-04-10 23:59:14,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
251,13,0,2025-04-30 22:21:01,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
252,13,6,2025-04-24 16:03:01,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
253,13,2,2025-04-16 02:37:34,0,mobile,app,Android,Chrome,4G,11,12,Returning
254,13,7,2025-04-10 02:55:44,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
255,13,4,2025-04-09 18:25:33,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
256,13,21,2025-04-07 12:30:53,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
257,13,19,2025-04-26 21:57:02,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
258,13,24,2025-04-06 22:54:23,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
259,13,14,2025-04-08 20:06:30,1,mobile,social_media,Android,Chrome,4G,11,12,Returning
260,13,17,2025-04-20 12:07:41,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
261,13,20,2025-04-16 04:39:14,0,mobile,app,Android,Chrome,4G,11,12,Returning
262,13,5,2025-05-03 23:22:12,0,mobile,website,Android,Chrome,4G,11,12,Returning
263,13,11,2025-04-23 23:20:47,0,mobile,app,Android,Chrome,4G,11,12,Returning
264,13,3,2025-04-27 11:18:07,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
265,13,1,2025-04-20 15:49:40,0,mobile,app,Android,Chrome,4G,11,12,Returning
266,13,10,2025-04-16 23:45:45,0,mobile,app,Android,Chrome,4G,11,12,Returning
267,13,12,2025-04-29 02:15:19,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
268,13,8,2025-04-16 15:37:09,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
269,13,22,2025-04-14 09:00:49,0,mobile,website,Android,Chrome,4G,11,12,Returning
270,13,9,2025-04-27 07:35:16,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
271,13,15,2025-05-03 15:04:08,0,mobile,app,Android,Chrome,4G,11,12,Returning
272,14,17,2025-04-07 10:05:55,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
273,14,23,2025-04-20 00:10:35,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
274,14,3,2025-04-28 12:13:11,0,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
275,14,10,2025-05-01 04:53:58,0,mobile,social_media,iOS,Chrome,WiFi,5,140,Loyal
276,14,8,2025-04-27 13:09:40,0,mobile,social_media,iOS,Chrome,WiFi,5,140,Loyal
277,14,6,2025-04-21 12:12:57,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
278,14,12,2025-04-18 22:23:11,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
279,14,13,2025-05-02 06:16:19,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
280,14,5,2025-04-19 21:50:48,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
281,14,24,2025-04-29 19:12:30,1,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
282,14,11,2025-04-23 04:59:45,0,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
283,14,7,2025-04-26 10:17:39,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
284,14,22,2025-04-06 11:49:49,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
285,14,16,2025-04-12 12:31:07,0,mobile,social_media,iOS,Chrome,WiFi,5,140,Loyal
286,14,18,2025-04-23 16:09:11,0,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
287,14,21,2025-04-26 18:41:40,0,mobile,social_media,iOS,Chrome,WiFi,5,140,Loyal
