user_id,age_group,gender,ethnicity,socioeconomic_status,disability_status,education,income,location,region,state,location_detail,population_density,primary_os,primary_browser,connection_type,screen_size,browse_depth,session_duration,visitor_status,customer_value,relationship_status,occupation,interest_technology,interest_sports,interest_travel,interest_food,interest_fashion,interest_gaming,interest_arts,interest_health,interest_education,interest_finance,browsing_tech,browsing_finance,browsing_healthcare,browsing_education,browsing_professional,browsing_shopping,browsing_entertainment,activity_morning,activity_afternoon,activity_evening,activity_night,pages_per_session,seconds_per_session,browsing_travel
10,35-44,Male,Hispanic,Medium,None,Bachelor's,$25k-$50k,Rural,Northeast,IA,Urban Core,Low,ChromeOS,Safari,5G,Small,Medium (3-5 pages),Short (< 1 min),New,Low,Married,Service,0.4766203255903003,0.50144318808389,0.44147816254733374,0.1525554726568125,0.23096507299560265,0.06034656716400143,0.4321912171101957,0.2676624699267606,0.3555493915253122,0.18544865279606446,0.3601723619335392,0.2863991352917394,0.0987548226592158,0.17367981255796064,0.3103617420750513,0.17930538992776407,0.41933787277416856,0.4123224524628253,0.7001396876025245,0.4314053590361641,0.6132708842358682,4,59,
11,18-24,Non-binary,White,Medium,Physical,Some College,$25k-$50k,Suburban,West,RI,Inner Suburb,High,Windows,Opera,Fiber,Medium,High (6+ pages),Short (< 1 min),Loyal,VIP,Married,Service,0.5930572472218408,0.5136322493045987,0.61782627722354,0.2372742982051135,0.13213571082558717,0.4294989895195524,0.4516308201928854,0.20399269128412828,0.20190550345473962,0.2233824509763821,0.8142714470377472,0.4875405736389609,0.6587001514151651,0.5669072101597585,0.16954701150386237,0.533986192762645,0.5394710763505719,0.06127541631756425,0.621606881848976,0.7012596893717149,0.6946078538525456,11,41,
12,55-64,Non-binary,Black,Medium,None,Bachelor's,$50k-$75k,Urban,Midwest,VT,Outer Suburb,Low,Android,Edge,5G,Small,High (6+ pages),Medium (1-5 min),Returning,Low,Married,Professional,0.41597985561015605,0.14098856449682623,0.2949167411026127,0.5403688920675316,0.5752902977268323,0.06296550424101882,0.11200922946511702,0.17500586633183393,0.10484663180247446,0.6361663936219997,0.12627800754236362,0.20384889275531287,0.35185469216582616,0.1621646249380508,0.4227242823494042,0.13040449172119256,0.30724020177906225,0.20192390403554553,0.7145285127508214,0.46439311473713124,0.6252926069471385,12,279,
13,18-24,Non-binary,White,High,None,Bachelor's,$50k-$75k,Suburban,West,NE,Town,Low,Android,Edge,5G,Medium,Medium (3-5 pages),Medium (1-5 min),Returning,Medium,Married,Administrative,0.08954886874678968,0.5416662729646621,0.1679136874313651,0.22816441731647566,0.16361403298068278,0.5983948113862007,0.10525930800343837,0.6793821376118797,0.07461428255022498,0.15841210774542544,0.4035951718045043,0.08247283378955404,0.5693988960825244,0.2084153220479819,0.09521533369923248,0.340084102562799,0.24105744651012737,0.6248916487050213,0.4930722699378138,0.4991678006268534,0.5166308273650686,3,114,0.0
14,65+,Male,White,Low,None,High School,$0-$25k,Suburban,Northeast,ME,Inner Suburb,High,Windows,Firefox,WiFi,Small,Low (1-2 pages),Long (> 5 min),Loyal,Low,Married,Sales,0.16914503223893834,0.015077742851029943,0.09559807473405683,0.09255613695338337,0.14426692798919918,0.047738678587843995,0.18646197355301858,0.3030540465446105,0.23832340921214987,0.23610314338616603,0.6721417868418456,0.22096674720638726,0.8574752043804935,0.3624983265001483,0.15099888618222643,0.25482907755825074,0.2940229888676653,0.6274807031807463,0.8314775065265833,0.4451626346613317,0.46525010873361117,1,308,
15,35-44,Non-binary,White,High,None,Some College,$75k-$100k,Suburban,West,ME,Inner Suburb,Medium,iOS,Edge,WiFi,Extra Large,Medium (3-5 pages),Long (> 5 min),Loyal,Medium,Married,Technical,0.10670088723040799,0.05215957808060581,0.11535471329575023,0.5066599425108979,0.38100986925489333,0.7089963357625304,0.7645878049380593,0.0826705779578934,0.13969604406829955,0.2923723388821707,0.3969579566458092,0.29453048006322546,0.14728137880528364,0.3794679304218978,0.4232373254359911,0.19924792275756695,0.3047872289990255,0.7144503821000237,0.5386399772140438,0.7283726710097127,0.23176867586732416,5,781,0.0
16,35-44,Female,White,Low,None,High School,$50k-$75k,Urban,Southeast,DE,Inner Suburb,Medium,iOS,Chrome,4G,Medium,Low (1-2 pages),Long (> 5 min),New,Low,In Relationship,Sales,0.16189133514593362,0.07318301191237407,0.13732253540576173,0.17381716098506636,0.3966896573469322,0.08146541373615931,0.08490130668523026,0.08801236769289657,0.05427450371328551,0.22403629595909336,0.30308487967933934,0.38626869557765225,0.38890726730778347,0.1902562628568215,0.18965640801014422,0.19813654721291055,0.08174262163385274,0.5998142918171955,0.5761652573602468,0.23610595669121767,0.6778289653750009,2,860,
17,35-44,Female,Black,High,None,Bachelor's,$25k-$50k,Urban,Midwest,IL,Outer Suburb,Medium,Android,Chrome,WiFi,Medium,Low (1-2 pages),Medium (1-5 min),New,Low,Single,Retired,0.364571708896345,0.44104057887912873,0.07535621442517405,0.4152707411436245,0.09333619380749399,0.3779281063031906,0.08331140285707991,0.26855334024693456,0.43367612609271333,0.8601969458817754,0.45019082434330465,0.2241750057575193,0.539364846906615,0.3382176409017728,0.28653203111811765,0.42482398803987464,0.4486235004752689,0.14226441688264593,0.15573939996401526,0.6807100570936843,0.08080131076975539,1,124,0.0
18,35-44,Non-binary,White,Low,None,PhD,$0-$25k,Rural,Southwest,ME,Town,Medium,iOS,Safari,Cable,Small,Low (1-2 pages),Short (< 1 min),Returning,Low,Married,Student,0.2976876332119547,0.4736512797334364,0.27402311755406383,0.055844495568008815,0.564009126872856,0.20637596892434856,0.2431477303049049,0.02351573136333278,0.18010907382318433,0.6289639903271156,0.3597990637106177,0.08874903266497036,0.07428368252968408,0.660944321823254,0.361849251828671,0.46115195493408184,0.42755130378568773,0.214319001715315,0.44421713386284856,0.610048846402246,0.32526566666607815,1,37,
19,35-44,Male,Black,High,None,Bachelor's,$50k-$75k,Rural,West,IN,Urban Core,Low,iOS,Edge,4G,Small,Medium (3-5 pages),Long (> 5 min),Returning,Low,In Relationship,Sales,0.5139501492109718,0.09013713795216893,0.1821365274646346,0.24255339355306657,0.21408992506253272,0.03739924680468002,0.06021259135579743,0.1483897099578706,0.18406241402431567,0.0771012447699985,0.12339756605809354,0.15551909511255257,0.0717984723393197,0.13647533324630143,0.3276394482146974,0.1921098742392195,0.45351747054213,0.30569445638558707,0.5275715122527588,0.6219190429863273,0.2061444442429978,4,491,0.0
20,35-44,Non-binary,Hispanic,High,None,PhD,$50k-$75k,Suburban,Northeast,NC,Rural,Medium,Android,Chrome,DSL,Medium,Medium (3-5 pages),Short (< 1 min),Returning,Medium,Single,Service,0.07951464349258346,0.5588045252047619,0.5281503920100539,0.11946713242539823,0.03879084004804554,0.07028891326998658,0.10799418915534877,0.2778757474750018,0.3049113313413969,0.17888926506755387,0.2704105624558213,0.13081352153703416,0.46409633022125985,0.055825815018644094,0.18146514363521737,0.24235200223535805,0.2764062561674737,0.6151957915797345,0.6710362850782223,0.4913033146355092,0.7795609459344295,5,31,0.0
21,45-54,Non-binary,Hispanic,High,None,High School,$0-$25k,Rural,Northeast,RI,Town,Very Low,Android,Chrome,WiFi,Medium,Medium (3-5 pages),Medium (1-5 min),Returning,High,Single,Administrative,0.3276953227505325,0.5132802641354464,0.22926394037586886,0.32775394269960373,0.19467491295387973,0.19959956737891446,0.014088787958277876,0.07828626513785819,0.15032516150944147,0.1307250971471715,0.2965778201542433,0.17735303944343453,0.15242276478936592,0.0574694750493882,0.15190360096990624,0.2865384284515827,0.26766714779820916,0.2736799913590408,0.3945675023912311,0.46171034533479033,0.5665698741950072,3,234,0.0
22,45-54,Non-binary,White,High,None,High School,$25k-$50k,Rural,West,DE,Small City,Medium,Android,Safari,4G,Large,Medium (3-5 pages),Short (< 1 min),New,Low,In Relationship,Professional,0.04908373318332692,0.7373963976780286,0.6370301689608676,0.604740599184583,0.3720430717171354,0.028804813300566983,0.40060362728071586,0.3826451585941851,0.18385112598454706,0.35736721714542957,0.1815873726024753,0.2616581302883916,0.09698798111780607,0.48222411309968666,0.26268930036580584,0.10577186858974943,0.12680795635965217,0.4557099481052837,0.3724915289366832,0.5382873843098879,0.6245439840765322,4,18,0.0
23,45-54,Female,White,Low,None,Bachelor's,$0-$25k,Urban,West,ME,Outer Suburb,Low,Android,Samsung Browser,4G,Medium,Low (1-2 pages),Long (> 5 min),Loyal,Medium,Married,Student,0.49271802363546385,0.2923127002871025,0.2596232541635357,0.31663835667406526,0.16677133561284718,0.24369837287141827,0.22145108084518655,0.45589809539488435,0.6390223113470821,0.6839587969872761,0.13109443176717547,0.20126738708834188,0.8217718919694605,0.3036562633408853,0.2940947406356682,0.12041305140791728,0.07463680902054592,0.2612453056082254,0.5289955949229919,0.493873477396707,0.17987824437990038,2,1126,
24,55-64,Male,White,High,None,Some College,$75k-$100k,Urban,Midwest,NH,Urban Core,Medium,Android,Chrome,Cable,Large,Low (1-2 pages),Medium (1-5 min),Loyal,VIP,Married,Technical,0.0748473874420075,0.3537473622593032,0.1692416874094086,0.6558682313180186,0.10189475471395285,0.2062660489907315,0.6738274157928438,0.02523933265815684,0.48164746382838053,0.04355655820817518,0.21559840913609638,0.377108397151396,0.40872514243197616,0.23375050475801534,0.4102881978316999,0.32917001983730937,0.3285755682433298,0.638699776871712,0.425211938462597,0.22603004638077215,0.503795130428369,1,248,0.0
25,35-44,Non-binary,Hispanic,High,None,Master's,$25k-$50k,Urban,Southeast,ME,Inner Suburb,Medium,Android,Chrome,Cable,Large,High (6+ pages),Short (< 1 min),New,Medium,Married,Professional,0.876607813561501,0.33759901500082157,0.23712455324590362,0.35910862013716155,0.07301548881686205,0.30161782106538737,0.34392708894398055,0.373136750007834,0.29526429838153145,0.03843515348329316,0.15114761575371513,0.629906255771219,0.2171224284479514,0.055215227245579146,0.08242478493599757,0.27242344731063683,0.3539275384566271,0.3971234789662132,0.4608184723447262,0.2614116980558343,0.3840557228931109,12,46,0.0
26,45-54,Male,Hispanic,Low,None,Some College,$50k-$75k,Urban,Midwest,LA,Urban Core,Low,Windows,Chrome,5G,Medium,High (6+ pages),Short (< 1 min),Returning,Low,Single,Professional,0.18635280321265751,0.3653680373795477,0.24250387831026574,0.13903825810694329,0.44044621999921346,0.042120815849553475,0.062410324317177246,0.14941686617866265,0.13753133442037133,0.43607706197215945,0.029319579854977202,0.024130879632779014,0.09046685492092167,0.6726424751661583,0.13037029277541404,0.5926756687604547,0.11039446769661262,0.8439442274196765,0.2597030986331666,0.519388081281421,0.3975262644700465,8,44,
27,35-44,Male,White,Low,None,Some College,$100k+,Urban,Southeast,IN,Inner Suburb,High,Android,Safari,WiFi,Small,Medium (3-5 pages),Medium (1-5 min),New,Low,Married,Service,0.012425611164188314,0.05743980858584243,0.4675724635897926,0.04015580185864463,0.6345111103904831,0.5149458880703024,0.4020639899060252,0.6670366164447841,0.4868881424007251,0.34230000097525787,0.4966591025012193,0.6042949782764918,0.33624351701833544,0.17265857256956485,0.47698828755174,0.14380763148704903,0.11048408177178756,0.7054474850293201,0.3158000054208343,0.7459389831945269,0.2728731859038459,4,143,
28,25-34,Non-binary,White,Medium,None,PhD,$25k-$50k,Urban,Southwest,NC,Urban Core,High,Windows,Chrome,Satellite,Large,Medium (3-5 pages),Short (< 1 min),Returning,Medium,Married,Administrative,0.1045370874465352,0.078731264215619,0.17724800100483942,0.046266980577473346,0.1704013231598188,0.07377903224191598,0.5042347606886259,0.0361391498554051,0.29093561759652614,0.045723201253967796,0.46800698247016037,0.26758934665944367,0.1740666392190387,0.04759866467255321,0.18281772761606166,0.18456611931054226,0.3422830496201132,0.2621128387550617,0.4607086461536575,0.5360883615148488,0.5929298399488148,3,55,
29,35-44,Female,Black,Low,None,Bachelor's,$25k-$50k,Rural,Southeast,IN,Urban Core,High,iOS,Edge,4G,Small,Medium (3-5 pages),Short (< 1 min),Returning,Low,Single,Management,0.31441614643566396,0.0025290175219610596,0.508374821569525,0.3217333721378845,0.2070178119469365,0.5300680265350017,0.660930612373084,0.025988224208016882,0.28135052428320023,0.5609901765817277,0.2036763428727518,0.33417388252495894,0.42378624910659696,0.39862782756230547,0.19253255157387242,0.2118080674250408,0.29582631567450085,0.42714060443048335,0.17181759596302384,0.0944111198030019,0.48443959766039363,3,46,
30,35-44,Male,Other,Low,None,Master's,$0-$25k,Suburban,Northeast,IN,Inner Suburb,Very High,Windows,Safari,WiFi,Large,Medium (3-5 pages),Medium (1-5 min),Returning,Low,Married,Sales,0.0866252997149079,0.01651259595663144,0.09543695034880972,0.29689506175563474,0.021810362325773266,0.22670539540624227,0.661515830245605,0.3281812449163315,0.17637766464402,0.15823448774906582,0.5532947741111394,0.20903947543726575,0.19945479297357424,0.0406960415073387,0.12393546049327708,0.4396098856208824,0.2865413186126253,0.3685283595018764,0.3388276872183232,0.2648989966199816,0.40653785685191124,5,294,
31,65+,Male,White,High,None,Some College,$50k-$75k,Rural,Midwest,FL,Inner Suburb,Medium,iOS,Safari,5G,Medium,Medium (3-5 pages),Short (< 1 min),Returning,Low,Married,Administrative,0.5561294558750386,0.4254302184561313,0.36360328132374964,0.43785302747433724,0.5839184207100234,0.5365056799191713,0.05130251533667332,0.21352478370602462,0.4513006312619024,0.42877599338420047,0.19449391116949616,0.6650990753584396,0.8199479632578905,0.2181337880408715,0.10034212402425557,0.5209411408988142,0.2824507574010264,0.9253553751951047,0.5087625027084202,0.23089013617780574,0.850848638416689,3,19,0.0
32,35-44,Non-binary,Indigenous,Low,None,Bachelor's,$0-$25k,Urban,West,DC,Rural,Very High,Android,Chrome,5G,Medium,Low (1-2 pages),Short (< 1 min),Returning,Medium,In Relationship,Management,0.22872353567007878,0.2714210501525243,0.042097229680260806,0.7387194991093247,0.39836584653269463,0.19855137223399744,0.20012069999303908,0.35622133750566665,0.10633932959884991,0.22540454563325743,0.3237937835603826,0.2963078888897039,0.11403793332437488,0.22541371529483498,0.12359198381306218,0.2947332651279675,0.007136811277541834,0.6747967681720187,0.3582210058117302,0.2564122978882086,0.26414446084079257,2,13,
33,18-24,Female,Hispanic,Medium,Physical,Bachelor's,$50k-$75k,Suburban,Southeast,PA,Inner Suburb,Very Low,iOS,Safari,Fiber,Extra Large,Medium (3-5 pages),Medium (1-5 min),Returning,High,Widowed,Service,0.4498635710856461,0.1861010023034481,0.05982466343416687,0.33566617813245847,0.40238256421466967,0.12032758525706537,0.09976472394721161,0.07024214181370406,0.2536325459825999,0.12899465323671097,0.7445916000533853,0.2916680531470214,1.0,0.22127963873823306,0.2081826403859576,0.27711668011380974,0.24646675155326409,0.5461237951948492,0.4958101347296191,0.5559131297431457,0.38992564298970295,4,100,
34,25-34,Non-binary,White,Medium,None,Bachelor's,$0-$25k,Urban,Midwest,AL,Urban Core,Medium,Windows,Chrome,4G,Medium,Low (1-2 pages),Short (< 1 min),Loyal,High,In Relationship,Professional,0.16463168381621424,0.2200762374942646,0.3047741222616738,0.21075024153854163,0.5406166033483069,0.5073421040541376,0.0006370102518844399,0.5823100361241923,0.5101934772873461,0.6975705943438737,0.7930239099082126,0.13386681020232047,0.35902919843396186,0.43876785614932634,0.0936697366463538,0.24338583085389004,0.37739878181492037,0.9091943991713591,0.6595932183527932,0.47974791003975137,0.7743488002865826,2,56,
35,35-44,Female,Indigenous,Low,None,Bachelor's,$0-$25k,Suburban,Midwest,NC,Outer Suburb,High,Windows,Chrome,4G,Small,Low (1-2 pages),Short (< 1 min),Returning,Low,Divorced,Administrative,0.5291732153483232,0.5980630273022495,0.2320526993686215,0.09019302850626945,0.8449031259291641,0.28615067809782685,0.2788768350675234,0.01593731785994473,0.2226388179189093,0.5050344052593013,0.10684959935178755,0.35823184537528613,0.37468335819671206,0.055592533144531456,0.6475329406151827,0.5837650596894717,0.10952908468696819,0.6319020116919782,0.8581751827199842,0.8117498458440494,0.08669280806996013,2,20,
36,55-64,Non-binary,Black,Medium,None,High School,$50k-$75k,Urban,West,MA,Inner Suburb,Very Low,Android,Firefox,5G,Small,High (6+ pages),Long (> 5 min),New,Medium,In Relationship,Technical,0.5809746966550924,0.3918761612834985,0.13562377879603127,0.043402947449887076,0.2350362238886238,0.15070377808238342,0.04631807028101146,0.07477852832140536,0.13880002529458235,0.4469832214068664,0.19036270878718814,0.030627114502124728,0.7807722189677988,0.684787162607512,0.21236143774169663,0.2302990847443658,0.6411822786766765,0.26148430587948124,0.5643104522775417,0.7317992662465329,0.7856103408797933,11,898,
37,35-44,Female,White,Medium,None,PhD,$25k-$50k,Suburban,West,DE,Inner Suburb,Medium,iOS,Safari,4G,Large,Medium (3-5 pages),Long (> 5 min),Loyal,Medium,Married,Professional,0.24055307557831232,0.43633710898044953,0.7031204945177469,0.21689542453597288,0.13012274753152034,0.04784960553277373,0.22115750435054088,0.426403150052187,0.03682198810646026,0.6918312441796949,0.7320829780866843,0.13403820068019634,0.47410829261230697,0.10005411481912913,0.3894443863864666,0.6331138545583415,0.23893957600426846,0.4011892798267401,0.12385688265935124,0.576183648509135,0.5915776702384581,5,670,
38,18-24,Female,Hispanic,Medium,None,Some College,$0-$25k,Urban,Southeast,ME,Inner Suburb,Medium,Android,Chrome,5G,Small,Medium (3-5 pages),Short (< 1 min),Returning,Low,Married,Student,0.05809339966779827,0.3142954416466492,0.49037653276825727,0.06024342786496885,0.2741892597317074,0.1770690219180469,0.15366727076109285,0.4227468236954728,0.1308516323278933,0.3068139080132281,0.6481264905155009,0.3747228076216123,0.49373423012420964,0.2266346207836931,0.5701152743190936,0.32871177042489275,0.375141290432007,0.597410705591822,0.4771406233376284,0.6048178650160235,0.6595874635602711,4,8,
39,25-34,Male,Black,Medium,Physical,High School,$100k+,Urban,West,VT,Urban Core,Low,Windows,Edge,Cable,Small,Medium (3-5 pages),Medium (1-5 min),New,Low,Married,Technical,0.606451147027767,0.10651633875924509,0.44133392247259645,0.043148375767630094,0.046852020228133694,0.34035191293320466,0.3388016544893849,0.24480621262635346,0.6366683915147276,0.08130423557122814,0.8166653190480884,0.19437195168451946,0.1203241404619192,0.32617680041823405,0.3145248194974861,0.07863762744468515,0.4519097791794686,0.25213343046719544,0.42209950462357676,0.7081886834655796,0.5346125856092911,4,107,
40,35-44,Non-binary,Hispanic,High,None,Some College,$100k+,Suburban,Midwest,ME,Outer Suburb,Low,iOS,Safari,5G,Medium,Low (1-2 pages),Medium (1-5 min),New,Low,Single,Student,0.30014506966524174,0.16538702325591137,0.3239315988696382,0.09159457367018387,0.2433285472132406,0.5129488096758935,0.3553836222257701,0.12806075266191344,0.6813816839894662,0.40226483818438286,0.2093885996329102,0.299894816959789,0.24891088661613836,0.11076044398316642,0.028791907011772214,0.40260865016407443,0.19331542253910725,0.6075941038158017,0.5863248644477693,0.5438759510484954,0.1911916142594132,1,228,0.0
41,35-44,Non-binary,Indigenous,Low,None,High School,$0-$25k,Rural,Midwest,MD,Outer Suburb,Medium,MacOS,Safari,WiFi,Small,Medium (3-5 pages),Medium (1-5 min),Loyal,Low,Single,Student,0.5871903248091582,0.4497246973803144,0.19575716203980426,0.24870998889884063,0.37650003786076935,0.011892178453740512,0.16297573352051412,0.31280633287994375,0.2805797293046804,0.16469450008752906,0.48307291413750714,0.2980646100780486,0.43648410268204846,0.03462066602651113,0.18219171365212042,0.48988293882678463,0.24695164125974176,0.5118705619266926,0.2980891666195341,0.09824278758317613,0.6961370180756199,4,89,
42,35-44,Female,White,Medium,None,Some College,$50k-$75k,Urban,Southwest,DE,Town,Medium,MacOS,Chrome,5G,Medium,High (6+ pages),Short (< 1 min),Returning,Medium,Divorced,Unemployed,0.5087186357445715,0.24974134850375238,0.4617623346323433,0.10597645857560106,0.415815365690222,0.17189942590460497,0.1283000220539556,0.25630699425189496,0.4929422771281892,0.3718050293178585,0.36499588909386566,0.21418494951259784,0.10124267457976192,0.23741662753278864,0.25752714256740794,0.406625280620914,0.5008427213095716,0.16924189855043534,0.6781387824471111,0.3334466044377228,0.3440101135152522,13,46,
43,35-44,Non-binary,Indigenous,High,None,PhD,$100k+,Suburban,Southwest,AL,Inner Suburb,Very High,iOS,Samsung Browser,WiFi,Medium,Medium (3-5 pages),Medium (1-5 min),Returning,Low,Married,Administrative,0.24410869082479056,0.1641287950856696,0.3144574039869373,0.8042238155438765,0.28471495259650564,0.11101110587347877,0.2814778877313472,0.5824706388484329,0.10165657400346652,0.22196035535125072,0.06807525805112477,0.6172154784909267,0.47809576886632915,0.22716098005445193,0.06775322243226188,0.11200840849035044,0.29193995123597344,0.3953658225854581,0.23262734076112906,0.3140164689724111,0.18752321796707747,4,175,0.0
44,35-44,Female,White,High,None,Bachelor's,$100k+,Rural,Southeast,MD,Inner Suburb,High,iOS,Safari,WiFi,Small,Medium (3-5 pages),Medium (1-5 min),Returning,Low,In Relationship,Professional,0.46218802042493484,0.538674562511742,0.33023941295965215,0.4470527704203403,0.16787333640501684,0.08773925932409078,0.2696002958890641,0.11021945524410272,0.252943186552588,0.6396419148266406,0.41930379540453594,0.2841852201476049,0.3789639678455354,0.5813594243899762,0.11986748125710556,0.21136989630253608,0.5285926911870654,0.5763066861568537,0.533235256715792,0.07267212673650394,0.1821521317581708,3,206,0.0
