impression_id,user_id,ad_id,timestamp,clicked,device,platform,operating_system,browser,connection_type,pages_in_session,session_duration_seconds,visitor_status
61,3,24,2025-04-20 20:52:21,0,desktop,search_engine,Android,Safari,4G,4,244,New
62,3,0,2025-04-24 07:55:34,0,desktop,app,Android,Safari,4G,4,244,New
63,3,9,2025-04-06 05:09:27,0,desktop,search_engine,Android,Safari,4G,4,244,New
64,3,11,2025-04-09 06:10:14,0,desktop,app,Android,Safari,4G,4,244,New
65,3,15,2025-04-16 00:41:05,0,desktop,app,Android,Safari,4G,4,244,New
66,3,23,2025-04-30 00:09:53,0,desktop,social_media,Android,Safari,4G,4,244,New
67,3,6,2025-05-03 07:24:57,0,desktop,social_media,Android,Safari,4G,4,244,New
68,3,18,2025-04-28 21:44:32,0,desktop,app,Android,Safari,4G,4,244,New
69,3,4,2025-04-07 12:12:57,0,desktop,search_engine,Android,Safari,4G,4,244,New
70,3,12,2025-04-20 18:27:27,0,desktop,search_engine,Android,Safari,4G,4,244,New
71,4,18,2025-04-08 15:19:59,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
72,4,4,2025-04-17 20:02:27,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
73,4,7,2025-04-27 02:28:51,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
74,4,3,2025-04-08 18:37:05,0,mobile,website,Android,Safari,Cable,12,282,Returning
75,4,16,2025-04-12 04:14:23,0,mobile,app,Android,Safari,Cable,12,282,Returning
76,4,0,2025-04-21 06:48:08,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
77,4,6,2025-04-18 18:27:00,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
78,4,19,2025-05-01 21:03:59,0,mobile,app,Android,Safari,Cable,12,282,Returning
79,4,9,2025-04-07 15:37:32,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
80,4,12,2025-04-08 17:05:36,0,mobile,app,Android,Safari,Cable,12,282,Returning
81,4,20,2025-04-27 06:58:58,0,mobile,app,Android,Safari,Cable,12,282,Returning
82,4,10,2025-04-13 14:21:34,1,mobile,social_media,Android,Safari,Cable,12,282,Returning
83,4,11,2025-04-22 17:19:02,0,mobile,website,Android,Safari,Cable,12,282,Returning
84,4,1,2025-04-07 04:33:55,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
85,4,17,2025-04-21 09:01:40,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
86,4,24,2025-04-19 08:47:52,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
87,4,13,2025-04-09 07:08:20,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
88,4,14,2025-04-30 19:36:02,0,mobile,website,Android,Safari,Cable,12,282,Returning
89,4,2,2025-04-21 01:12:04,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
90,4,22,2025-04-21 07:49:45,0,mobile,website,Android,Safari,Cable,12,282,Returning
91,4,5,2025-04-29 03:19:54,0,mobile,app,Android,Safari,Cable,12,282,Returning
92,4,21,2025-04-10 01:30:25,0,mobile,app,Android,Safari,Cable,12,282,Returning
93,4,8,2025-04-19 02:08:00,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
94,4,15,2025-04-29 19:21:59,0,mobile,app,Android,Safari,Cable,12,282,Returning
95,4,23,2025-05-02 15:22:20,0,mobile,website,Android,Safari,Cable,12,282,Returning
96,5,22,2025-04-14 07:22:14,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
97,5,14,2025-04-17 09:29:34,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
98,5,5,2025-05-02 07:25:58,0,mobile,social_media,iOS,Chrome,5G,1,142,New
99,5,19,2025-04-27 07:03:21,0,mobile,social_media,iOS,Chrome,5G,1,142,New
100,5,13,2025-04-25 11:13:09,0,mobile,social_media,iOS,Chrome,5G,1,142,New
101,5,2,2025-04-20 06:49:44,0,mobile,app,iOS,Chrome,5G,1,142,New
102,5,7,2025-05-03 08:04:24,0,mobile,app,iOS,Chrome,5G,1,142,New
103,5,23,2025-04-23 07:28:32,0,mobile,social_media,iOS,Chrome,5G,1,142,New
104,5,12,2025-04-18 18:30:16,0,mobile,website,iOS,Chrome,5G,1,142,New
105,5,20,2025-04-25 04:12:39,0,mobile,social_media,iOS,Chrome,5G,1,142,New
106,5,3,2025-04-22 03:03:54,0,mobile,social_media,iOS,Chrome,5G,1,142,New
107,5,4,2025-04-14 07:04:37,0,mobile,social_media,iOS,Chrome,5G,1,142,New
108,5,24,2025-04-22 16:18:08,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
109,5,16,2025-04-09 08:28:56,0,mobile,app,iOS,Chrome,5G,1,142,New
110,5,10,2025-05-04 15:11:38,0,mobile,website,iOS,Chrome,5G,1,142,New
111,5,11,2025-04-12 19:30:04,0,mobile,social_media,iOS,Chrome,5G,1,142,New
112,6,16,2025-04-30 00:03:54,0,mobile,app,iOS,Chrome,4G,4,161,Returning
113,6,4,2025-04-22 09:40:56,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
114,6,8,2025-04-22 06:30:18,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
115,6,20,2025-04-19 03:27:55,0,mobile,app,iOS,Chrome,4G,4,161,Returning
116,6,23,2025-04-08 15:40:11,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
117,6,19,2025-05-04 06:13:01,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
118,6,6,2025-04-30 06:07:24,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
119,6,18,2025-04-20 02:05:41,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
120,6,5,2025-05-04 09:10:54,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
121,6,12,2025-04-20 06:54:49,0,mobile,website,iOS,Chrome,4G,4,161,Returning
122,6,1,2025-04-25 05:51:10,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
123,6,2,2025-04-26 07:28:44,0,mobile,app,iOS,Chrome,4G,4,161,Returning
124,6,14,2025-05-04 05:43:10,0,mobile,website,iOS,Chrome,4G,4,161,Returning
125,6,7,2025-04-23 06:28:27,0,mobile,website,iOS,Chrome,4G,4,161,Returning
126,6,10,2025-04-20 21:48:05,0,mobile,website,iOS,Chrome,4G,4,161,Returning
127,6,3,2025-04-07 04:15:17,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
128,6,11,2025-04-21 11:34:05,0,mobile,website,iOS,Chrome,4G,4,161,Returning
129,6,22,2025-04-18 16:11:00,0,mobile,app,iOS,Chrome,4G,4,161,Returning
130,6,9,2025-04-12 20:43:36,0,mobile,app,iOS,Chrome,4G,4,161,Returning
131,6,15,2025-04-15 16:36:44,0,mobile,website,iOS,Chrome,4G,4,161,Returning
132,6,24,2025-04-11 00:56:32,0,mobile,website,iOS,Chrome,4G,4,161,Returning
133,6,0,2025-05-01 11:09:08,0,mobile,app,iOS,Chrome,4G,4,161,Returning
134,6,21,2025-04-08 11:48:19,0,mobile,website,iOS,Chrome,4G,4,161,Returning
135,7,3,2025-05-01 10:30:34,0,mobile,website,Android,Chrome,4G,4,1052,New
136,7,23,2025-04-09 00:31:13,0,mobile,app,Android,Chrome,4G,4,1052,New
137,7,2,2025-04-08 17:31:49,0,mobile,website,Android,Chrome,4G,4,1052,New
138,7,0,2025-04-14 00:14:17,0,mobile,website,Android,Chrome,4G,4,1052,New
139,7,22,2025-04-06 03:34:16,0,mobile,website,Android,Chrome,4G,4,1052,New
140,7,17,2025-04-08 15:11:46,0,mobile,social_media,Android,Chrome,4G,4,1052,New
141,7,24,2025-04-07 06:29:50,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
142,7,10,2025-05-04 18:23:17,0,mobile,website,Android,Chrome,4G,4,1052,New
143,7,11,2025-04-07 14:40:03,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
144,7,1,2025-04-27 14:51:58,0,mobile,website,Android,Chrome,4G,4,1052,New
145,7,16,2025-04-09 06:04:35,0,mobile,website,Android,Chrome,4G,4,1052,New
146,7,6,2025-05-03 20:15:24,0,mobile,app,Android,Chrome,4G,4,1052,New
147,7,15,2025-04-13 19:52:55,0,mobile,app,Android,Chrome,4G,4,1052,New
148,7,19,2025-05-01 10:23:26,0,mobile,app,Android,Chrome,4G,4,1052,New
149,7,7,2025-05-04 19:00:58,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
150,7,9,2025-04-08 16:43:23,0,mobile,website,Android,Chrome,4G,4,1052,New
151,7,21,2025-04-26 06:33:33,0,mobile,app,Android,Chrome,4G,4,1052,New
152,7,20,2025-04-14 10:12:17,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
153,7,8,2025-04-08 12:37:57,0,mobile,website,Android,Chrome,4G,4,1052,New
154,7,5,2025-05-01 19:15:51,0,mobile,website,Android,Chrome,4G,4,1052,New
155,7,14,2025-04-04 22:44:53,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
156,8,9,2025-04-27 19:28:29,0,mobile,website,iOS,Chrome,WiFi,1,538,New
157,8,13,2025-04-13 01:27:21,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
158,8,2,2025-04-11 21:19:29,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
159,8,1,2025-04-16 06:12:22,1,mobile,app,iOS,Chrome,WiFi,1,538,New
160,8,22,2025-04-27 04:41:37,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
161,8,18,2025-04-23 03:50:47,0,mobile,app,iOS,Chrome,WiFi,1,538,New
162,8,5,2025-04-30 05:15:09,1,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
163,8,3,2025-04-27 08:01:44,0,mobile,website,iOS,Chrome,WiFi,1,538,New
164,8,11,2025-04-14 04:22:41,0,mobile,app,iOS,Chrome,WiFi,1,538,New
165,8,19,2025-04-26 13:54:43,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
166,8,8,2025-04-21 09:10:46,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
167,8,15,2025-04-29 09:35:36,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
168,8,6,2025-04-11 00:17:53,0,mobile,website,iOS,Chrome,WiFi,1,538,New
169,8,16,2025-04-15 07:13:51,0,mobile,app,iOS,Chrome,WiFi,1,538,New
170,8,10,2025-04-15 05:38:27,0,mobile,app,iOS,Chrome,WiFi,1,538,New
171,8,21,2025-04-13 02:14:11,0,mobile,website,iOS,Chrome,WiFi,1,538,New
172,8,17,2025-04-06 11:05:28,0,mobile,app,iOS,Chrome,WiFi,1,538,New
173,8,20,2025-05-03 00:59:53,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
174,8,0,2025-04-17 23:15:40,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
175,8,7,2025-04-16 10:22:27,0,mobile,website,iOS,Chrome,WiFi,1,538,New
176,8,4,2025-04-07 00:59:05,1,mobile,social_media,iOS,Chrome,WiFi,1,538,New
177,8,23,2025-04-27 02:04:24,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
178,8,24,2025-04-26 08:38:27,0,mobile,website,iOS,Chrome,WiFi,1,538,New
179,9,19,2025-04-21 00:08:19,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
180,9,16,2025-04-24 14:30:06,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
181,9,17,2025-04-06 18:59:02,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
182,9,7,2025-04-19 12:49:47,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
183,9,21,2025-04-13 02:26:57,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
184,9,23,2025-04-18 10:45:12,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
185,9,0,2025-04-24 18:25:50,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
186,9,2,2025-04-06 14:03:51,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
187,9,20,2025-04-15 14:15:23,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
188,9,12,2025-04-13 10:57:03,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
189,9,14,2025-04-06 11:41:12,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
190,9,6,2025-04-16 21:29:37,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
191,9,24,2025-04-10 10:25:20,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
192,9,8,2025-04-18 10:13:13,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
193,9,9,2025-04-13 05:05:30,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
194,9,10,2025-04-27 18:04:59,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
195,9,1,2025-04-25 03:35:57,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
196,9,4,2025-04-16 07:00:58,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
197,9,5,2025-04-29 13:14:33,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
198,9,22,2025-04-30 02:09:03,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
199,10,16,2025-04-09 21:19:17,1,mobile,app,iOS,Chrome,5G,11,65,Loyal
200,10,13,2025-04-23 11:11:29,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
201,10,23,2025-04-24 06:38:31,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
202,10,4,2025-04-21 02:00:28,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
203,10,1,2025-05-02 02:54:27,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
204,10,0,2025-04-18 11:01:34,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
205,10,22,2025-04-08 19:27:28,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
206,10,12,2025-05-01 23:15:23,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
207,10,10,2025-04-08 06:07:49,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
208,10,5,2025-04-20 11:04:42,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
209,10,8,2025-04-30 22:16:46,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
210,10,24,2025-04-15 06:12:06,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
211,10,2,2025-04-26 17:51:12,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
212,10,14,2025-04-24 20:48:30,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
213,10,18,2025-04-15 05:46:25,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
214,10,6,2025-04-21 04:13:38,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
215,10,20,2025-04-17 02:20:07,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
216,10,9,2025-04-27 23:47:53,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
217,10,15,2025-04-16 03:30:10,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
218,10,21,2025-04-29 08:01:01,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
219,10,17,2025-04-22 13:31:54,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
220,10,11,2025-04-11 00:20:49,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
221,11,9,2025-04-16 13:18:03,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
222,11,14,2025-04-16 03:18:38,0,mobile,app,Android,Chrome,DSL,5,109,New
223,11,1,2025-04-12 11:07:21,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
224,11,16,2025-04-28 17:18:05,0,mobile,app,Android,Chrome,DSL,5,109,New
225,11,22,2025-04-06 08:37:57,0,mobile,app,Android,Chrome,DSL,5,109,New
226,11,6,2025-05-03 15:26:17,0,mobile,social_media,Android,Chrome,DSL,5,109,New
227,11,0,2025-04-28 18:12:06,0,mobile,website,Android,Chrome,DSL,5,109,New
228,11,21,2025-04-12 04:32:36,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
229,11,4,2025-04-07 00:53:51,0,mobile,app,Android,Chrome,DSL,5,109,New
230,11,23,2025-04-22 12:06:13,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
231,11,2,2025-04-25 19:10:09,0,mobile,app,Android,Chrome,DSL,5,109,New
232,11,7,2025-04-13 18:46:48,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
233,11,15,2025-04-22 03:00:54,0,mobile,website,Android,Chrome,DSL,5,109,New
234,11,3,2025-04-06 16:25:09,0,mobile,app,Android,Chrome,DSL,5,109,New
235,11,10,2025-04-07 14:08:38,0,mobile,website,Android,Chrome,DSL,5,109,New
236,11,8,2025-04-15 08:13:13,0,mobile,website,Android,Chrome,DSL,5,109,New
237,11,13,2025-04-07 03:56:42,1,mobile,social_media,Android,Chrome,DSL,5,109,New
238,11,11,2025-04-28 15:20:18,0,mobile,website,Android,Chrome,DSL,5,109,New
239,11,5,2025-04-09 03:58:21,0,mobile,website,Android,Chrome,DSL,5,109,New
240,11,24,2025-04-23 10:44:14,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
241,11,20,2025-04-21 04:31:25,0,mobile,social_media,Android,Chrome,DSL,5,109,New
242,11,18,2025-04-05 09:20:05,0,mobile,website,Android,Chrome,DSL,5,109,New
243,11,12,2025-04-05 20:19:38,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
244,12,19,2025-04-24 02:50:47,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
245,12,0,2025-04-06 01:43:37,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
246,12,23,2025-04-27 21:11:52,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
247,12,8,2025-05-02 14:55:35,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
248,12,16,2025-05-01 20:58:32,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
249,12,11,2025-05-02 05:38:39,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
250,12,17,2025-04-10 23:59:19,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
251,12,13,2025-04-30 22:21:06,1,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
252,12,20,2025-04-24 16:03:06,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
253,12,18,2025-04-16 02:37:39,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
254,12,4,2025-04-10 02:55:49,1,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
255,12,9,2025-04-09 18:25:38,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
256,12,10,2025-04-07 12:30:58,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
257,12,22,2025-04-26 21:57:07,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
258,12,14,2025-04-06 22:54:28,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
259,12,24,2025-04-08 20:06:35,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
260,12,6,2025-04-20 12:07:46,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
261,12,21,2025-04-16 04:39:19,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
262,12,3,2025-05-03 23:22:17,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
263,12,2,2025-04-23 23:20:52,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
264,12,5,2025-04-27 11:18:12,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
265,13,10,2025-04-20 15:49:45,0,mobile,app,Android,Chrome,4G,11,12,Returning
266,13,2,2025-04-16 23:45:50,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
267,13,16,2025-04-29 02:15:24,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
268,13,20,2025-04-16 15:37:14,0,mobile,website,Android,Chrome,4G,11,12,Returning
269,13,3,2025-04-14 09:00:54,0,mobile,website,Android,Chrome,4G,11,12,Returning
270,13,19,2025-04-27 07:35:21,0,mobile,app,Android,Chrome,4G,11,12,Returning
271,13,23,2025-05-03 15:04:13,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
272,13,7,2025-04-07 10:06:00,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
273,13,14,2025-04-20 00:10:40,0,mobile,website,Android,Chrome,4G,11,12,Returning
274,13,9,2025-04-28 12:13:16,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
275,13,5,2025-05-01 04:54:03,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
276,13,17,2025-04-27 13:09:45,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
277,13,21,2025-04-21 12:13:02,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
278,13,11,2025-04-18 22:23:16,0,mobile,app,Android,Chrome,4G,11,12,Returning
279,13,0,2025-05-02 06:16:24,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
280,13,13,2025-04-19 21:50:53,0,mobile,website,Android,Chrome,4G,11,12,Returning
281,14,0,2025-04-29 19:12:35,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
282,14,22,2025-04-23 04:59:50,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
283,14,10,2025-04-26 10:17:44,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
284,14,4,2025-04-06 11:49:54,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
285,14,17,2025-04-12 12:31:12,0,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
286,14,24,2025-04-23 16:09:16,0,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
287,14,13,2025-04-26 18:41:45,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
