impression_id,user_id,ad_id,timestamp,clicked,device,platform,operating_system,browser,connection_type,pages_in_session,session_duration_seconds,visitor_status
20,1,10,2025-04-20 17:07:41,0,desktop,app,Windows,Edge,4G,9,849,Returning
21,1,4,2025-04-30 00:21:52,0,desktop,social_media,Windows,Edge,4G,9,849,Returning
22,1,16,2025-04-05 18:11:15,0,desktop,search_engine,Windows,Edge,4G,9,849,Returning
23,1,22,2025-04-13 05:10:30,0,desktop,website,Windows,Edge,4G,9,849,Returning
24,1,0,2025-04-17 17:36:44,0,desktop,app,Windows,Edge,4G,9,849,Returning
25,1,9,2025-04-30 20:20:48,1,desktop,app,Windows,Edge,4G,9,849,Returning
26,1,15,2025-05-01 21:03:21,1,desktop,app,Windows,Edge,4G,9,849,Returning
27,1,19,2025-04-07 20:09:48,1,desktop,social_media,Windows,Edge,4G,9,849,Returning
28,2,22,2025-04-11 23:40:37,0,desktop,app,iOS,Safari,WiFi,1,470,Returning
29,2,5,2025-04-11 12:45:36,0,desktop,app,iOS,Safari,WiFi,1,470,Returning
30,2,23,2025-04-08 23:29:34,0,desktop,app,iOS,Safari,WiFi,1,470,Returning
31,2,2,2025-04-27 14:07:54,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
32,2,8,2025-05-02 22:48:01,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
33,2,7,2025-04-19 03:40:59,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
34,2,20,2025-04-10 03:58:19,0,desktop,search_engine,iOS,Safari,WiFi,1,470,Returning
35,2,15,2025-04-12 14:09:24,0,desktop,search_engine,iOS,Safari,WiFi,1,470,Returning
36,2,24,2025-04-05 15:23:52,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
37,2,12,2025-04-10 19:20:53,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
38,2,10,2025-04-20 04:11:06,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
39,2,3,2025-04-17 01:44:50,0,desktop,app,iOS,Safari,WiFi,1,470,Returning
40,2,17,2025-05-01 18:10:55,0,desktop,website,iOS,Safari,WiFi,1,470,Returning
41,2,21,2025-05-04 16:26:47,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
42,2,9,2025-04-12 19:35:48,0,desktop,social_media,iOS,Safari,WiFi,1,470,Returning
43,2,14,2025-04-16 02:39:46,0,desktop,app,iOS,Safari,WiFi,1,470,Returning
44,3,9,2025-04-04 21:47:43,0,desktop,app,Android,Safari,4G,4,244,New
45,3,19,2025-04-21 18:29:44,0,desktop,search_engine,Android,Safari,4G,4,244,New
46,3,21,2025-04-10 08:52:03,0,desktop,search_engine,Android,Safari,4G,4,244,New
47,3,7,2025-05-02 01:15:19,0,desktop,search_engine,Android,Safari,4G,4,244,New
48,3,13,2025-04-14 12:13:57,0,desktop,search_engine,Android,Safari,4G,4,244,New
49,3,24,2025-05-04 02:57:12,0,desktop,website,Android,Safari,4G,4,244,New
50,3,12,2025-04-24 00:17:31,0,desktop,website,Android,Safari,4G,4,244,New
51,3,15,2025-04-28 17:40:44,0,desktop,search_engine,Android,Safari,4G,4,244,New
52,3,11,2025-04-29 05:17:37,0,desktop,app,Android,Safari,4G,4,244,New
53,3,5,2025-04-15 10:19:12,0,desktop,social_media,Android,Safari,4G,4,244,New
54,3,2,2025-04-25 19:21:41,1,desktop,social_media,Android,Safari,4G,4,244,New
55,3,17,2025-04-29 09:32:50,0,desktop,app,Android,Safari,4G,4,244,New
56,3,6,2025-04-09 13:45:39,0,desktop,app,Android,Safari,4G,4,244,New
57,3,20,2025-05-02 23:39:25,0,desktop,search_engine,Android,Safari,4G,4,244,New
58,3,4,2025-04-25 05:06:34,0,desktop,search_engine,Android,Safari,4G,4,244,New
59,3,0,2025-04-24 04:41:30,1,desktop,social_media,Android,Safari,4G,4,244,New
60,3,16,2025-04-09 01:27:47,0,desktop,app,Android,Safari,4G,4,244,New
61,3,10,2025-04-20 20:52:10,0,desktop,search_engine,Android,Safari,4G,4,244,New
62,4,4,2025-04-24 07:55:23,1,mobile,social_media,Android,Safari,Cable,12,282,Returning
63,4,23,2025-04-06 05:09:16,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
64,4,17,2025-04-09 06:10:03,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
65,4,16,2025-04-16 00:40:54,0,mobile,app,Android,Safari,Cable,12,282,Returning
66,4,20,2025-04-30 00:09:42,0,mobile,website,Android,Safari,Cable,12,282,Returning
67,4,2,2025-05-03 07:24:46,0,mobile,app,Android,Safari,Cable,12,282,Returning
68,4,9,2025-04-28 21:44:21,0,mobile,search_engine,Android,Safari,Cable,12,282,Returning
69,4,12,2025-04-07 12:12:46,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
70,4,6,2025-04-20 18:27:16,0,mobile,app,Android,Safari,Cable,12,282,Returning
71,4,10,2025-04-08 15:19:48,0,mobile,app,Android,Safari,Cable,12,282,Returning
72,4,0,2025-04-17 20:02:16,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
73,4,18,2025-04-27 02:28:40,0,mobile,social_media,Android,Safari,Cable,12,282,Returning
74,4,19,2025-04-08 18:36:54,0,mobile,website,Android,Safari,Cable,12,282,Returning
75,4,5,2025-04-12 04:14:12,0,mobile,website,Android,Safari,Cable,12,282,Returning
76,5,12,2025-04-21 06:47:57,0,mobile,app,iOS,Chrome,5G,1,142,New
77,5,7,2025-04-18 18:26:49,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
78,5,18,2025-05-01 21:03:48,0,mobile,app,iOS,Chrome,5G,1,142,New
79,5,16,2025-04-07 15:37:21,0,mobile,app,iOS,Chrome,5G,1,142,New
80,5,3,2025-04-08 17:05:25,1,mobile,social_media,iOS,Chrome,5G,1,142,New
81,5,13,2025-04-27 06:58:47,0,mobile,website,iOS,Chrome,5G,1,142,New
82,5,9,2025-04-13 14:21:23,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
83,5,11,2025-04-22 17:18:51,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
84,5,2,2025-04-07 04:33:44,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
85,5,5,2025-04-21 09:01:29,0,mobile,social_media,iOS,Chrome,5G,1,142,New
86,5,20,2025-04-19 08:47:41,0,mobile,website,iOS,Chrome,5G,1,142,New
87,5,0,2025-04-09 07:08:09,0,mobile,search_engine,iOS,Chrome,5G,1,142,New
88,5,23,2025-04-30 19:35:51,0,mobile,website,iOS,Chrome,5G,1,142,New
89,5,4,2025-04-21 01:11:53,0,mobile,app,iOS,Chrome,5G,1,142,New
90,5,14,2025-04-21 07:49:34,0,mobile,app,iOS,Chrome,5G,1,142,New
91,5,22,2025-04-29 03:19:43,0,mobile,social_media,iOS,Chrome,5G,1,142,New
92,5,24,2025-04-10 01:30:14,0,mobile,app,iOS,Chrome,5G,1,142,New
93,5,19,2025-04-19 02:07:49,0,mobile,website,iOS,Chrome,5G,1,142,New
94,5,21,2025-04-29 19:21:48,0,mobile,social_media,iOS,Chrome,5G,1,142,New
95,5,8,2025-05-02 15:22:09,0,mobile,website,iOS,Chrome,5G,1,142,New
96,5,6,2025-04-14 07:22:03,0,mobile,social_media,iOS,Chrome,5G,1,142,New
97,5,10,2025-04-17 09:29:23,0,mobile,website,iOS,Chrome,5G,1,142,New
98,5,1,2025-05-02 07:25:47,0,mobile,app,iOS,Chrome,5G,1,142,New
99,5,17,2025-04-27 07:03:10,0,mobile,social_media,iOS,Chrome,5G,1,142,New
100,6,19,2025-04-25 11:12:58,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
101,6,23,2025-04-20 06:49:33,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
102,6,12,2025-05-03 08:04:13,0,mobile,app,iOS,Chrome,4G,4,161,Returning
103,6,7,2025-04-23 07:28:21,0,mobile,website,iOS,Chrome,4G,4,161,Returning
104,6,20,2025-04-18 18:30:05,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
105,6,13,2025-04-25 04:12:28,0,mobile,website,iOS,Chrome,4G,4,161,Returning
106,6,14,2025-04-22 03:03:43,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
107,6,3,2025-04-14 07:04:26,1,mobile,app,iOS,Chrome,4G,4,161,Returning
108,6,6,2025-04-22 16:17:57,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
109,6,16,2025-04-09 08:28:45,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
110,6,5,2025-05-04 15:11:27,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
111,6,11,2025-04-12 19:29:53,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
112,6,0,2025-04-30 00:03:43,0,mobile,app,iOS,Chrome,4G,4,161,Returning
113,6,24,2025-04-22 09:40:45,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
114,6,2,2025-04-22 06:30:07,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
115,6,10,2025-04-19 03:27:44,0,mobile,app,iOS,Chrome,4G,4,161,Returning
116,6,8,2025-04-08 15:40:00,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
117,6,21,2025-05-04 06:12:50,0,mobile,website,iOS,Chrome,4G,4,161,Returning
118,6,9,2025-04-30 06:07:13,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
119,6,17,2025-04-20 02:05:30,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
120,6,1,2025-05-04 09:10:43,0,mobile,app,iOS,Chrome,4G,4,161,Returning
121,6,4,2025-04-20 06:54:38,1,mobile,website,iOS,Chrome,4G,4,161,Returning
122,6,15,2025-04-25 05:50:59,0,mobile,search_engine,iOS,Chrome,4G,4,161,Returning
123,6,22,2025-04-26 07:28:33,0,mobile,social_media,iOS,Chrome,4G,4,161,Returning
124,7,24,2025-05-04 05:42:59,0,mobile,website,Android,Chrome,4G,4,1052,New
125,7,13,2025-04-23 06:28:16,1,mobile,social_media,Android,Chrome,4G,4,1052,New
126,7,3,2025-04-20 21:47:54,0,mobile,app,Android,Chrome,4G,4,1052,New
127,7,4,2025-04-07 04:15:06,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
128,7,14,2025-04-21 11:33:54,0,mobile,website,Android,Chrome,4G,4,1052,New
129,7,5,2025-04-18 16:10:49,0,mobile,social_media,Android,Chrome,4G,4,1052,New
130,7,9,2025-04-12 20:43:25,0,mobile,website,Android,Chrome,4G,4,1052,New
131,7,22,2025-04-15 16:36:33,0,mobile,app,Android,Chrome,4G,4,1052,New
132,7,23,2025-04-11 00:56:21,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
133,7,16,2025-05-01 11:08:57,0,mobile,social_media,Android,Chrome,4G,4,1052,New
134,7,12,2025-04-08 11:48:08,0,mobile,app,Android,Chrome,4G,4,1052,New
135,7,10,2025-05-01 10:30:23,0,mobile,website,Android,Chrome,4G,4,1052,New
136,7,19,2025-04-09 00:31:02,0,mobile,app,Android,Chrome,4G,4,1052,New
137,7,18,2025-04-08 17:31:38,0,mobile,app,Android,Chrome,4G,4,1052,New
138,7,8,2025-04-14 00:14:06,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
139,7,20,2025-04-06 03:34:05,0,mobile,social_media,Android,Chrome,4G,4,1052,New
140,7,7,2025-04-08 15:11:35,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
141,7,0,2025-04-07 06:29:39,0,mobile,app,Android,Chrome,4G,4,1052,New
142,7,6,2025-05-04 18:23:06,0,mobile,website,Android,Chrome,4G,4,1052,New
143,7,21,2025-04-07 14:39:52,0,mobile,app,Android,Chrome,4G,4,1052,New
144,7,17,2025-04-27 14:51:47,0,mobile,app,Android,Chrome,4G,4,1052,New
145,7,11,2025-04-09 06:04:24,0,mobile,social_media,Android,Chrome,4G,4,1052,New
146,7,15,2025-05-03 20:15:13,0,mobile,search_engine,Android,Chrome,4G,4,1052,New
147,7,2,2025-04-13 19:52:44,0,mobile,social_media,Android,Chrome,4G,4,1052,New
148,7,1,2025-05-01 10:23:15,0,mobile,app,Android,Chrome,4G,4,1052,New
149,8,6,2025-05-04 19:00:47,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
150,8,18,2025-04-08 16:43:12,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
151,8,5,2025-04-26 06:33:22,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
152,8,8,2025-04-14 10:12:06,0,mobile,website,iOS,Chrome,WiFi,1,538,New
153,8,3,2025-04-08 12:37:46,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
154,8,12,2025-05-01 19:15:40,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
155,8,1,2025-04-04 22:44:42,1,mobile,app,iOS,Chrome,WiFi,1,538,New
156,8,20,2025-04-27 19:28:18,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
157,8,17,2025-04-13 01:27:10,0,mobile,app,iOS,Chrome,WiFi,1,538,New
158,8,23,2025-04-11 21:19:18,1,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
159,8,0,2025-04-16 06:12:11,0,mobile,website,iOS,Chrome,WiFi,1,538,New
160,8,14,2025-04-27 04:41:26,0,mobile,app,iOS,Chrome,WiFi,1,538,New
161,8,7,2025-04-23 03:50:36,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
162,8,4,2025-04-30 05:14:58,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
163,8,21,2025-04-27 08:01:33,0,mobile,search_engine,iOS,Chrome,WiFi,1,538,New
164,8,11,2025-04-14 04:22:30,0,mobile,website,iOS,Chrome,WiFi,1,538,New
165,8,10,2025-04-26 13:54:32,0,mobile,app,iOS,Chrome,WiFi,1,538,New
166,8,24,2025-04-21 09:10:35,0,mobile,app,iOS,Chrome,WiFi,1,538,New
167,8,2,2025-04-29 09:35:25,0,mobile,website,iOS,Chrome,WiFi,1,538,New
168,8,13,2025-04-11 00:17:42,0,mobile,app,iOS,Chrome,WiFi,1,538,New
169,8,16,2025-04-15 07:13:40,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
170,8,15,2025-04-15 05:38:16,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
171,8,19,2025-04-13 02:14:00,0,mobile,website,iOS,Chrome,WiFi,1,538,New
172,8,22,2025-04-06 11:05:17,1,mobile,social_media,iOS,Chrome,WiFi,1,538,New
173,8,9,2025-05-03 00:59:42,0,mobile,social_media,iOS,Chrome,WiFi,1,538,New
174,9,16,2025-04-17 23:15:29,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
175,9,6,2025-04-16 10:22:16,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
176,9,7,2025-04-07 00:58:54,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
177,9,4,2025-04-27 02:04:13,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
178,9,14,2025-04-26 08:38:16,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
179,9,9,2025-04-21 00:08:08,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
180,9,19,2025-04-24 14:29:55,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
181,9,2,2025-04-06 18:58:51,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
182,9,15,2025-04-19 12:49:36,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
183,9,21,2025-04-13 02:26:46,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
184,9,23,2025-04-18 10:45:01,0,mobile,app,iOS,Chrome,WiFi,3,265,Returning
185,9,18,2025-04-24 18:25:39,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
186,9,20,2025-04-06 14:03:40,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
187,9,17,2025-04-15 14:15:12,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
188,9,5,2025-04-13 10:56:52,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
189,9,3,2025-04-06 11:41:01,0,mobile,website,iOS,Chrome,WiFi,3,265,Returning
190,9,8,2025-04-16 21:29:26,0,mobile,social_media,iOS,Chrome,WiFi,3,265,Returning
191,9,12,2025-04-10 10:25:09,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
192,9,0,2025-04-18 10:13:02,0,mobile,search_engine,iOS,Chrome,WiFi,3,265,Returning
193,10,14,2025-04-13 05:05:19,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
194,10,5,2025-04-27 18:04:48,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
195,10,24,2025-04-25 03:35:46,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
196,10,23,2025-04-16 07:00:47,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
197,10,10,2025-04-29 13:14:22,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
198,10,16,2025-04-30 02:08:52,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
199,10,12,2025-04-09 21:19:06,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
200,10,0,2025-04-23 11:11:18,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
201,10,17,2025-04-24 06:38:20,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
202,10,7,2025-04-21 02:00:17,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
203,10,13,2025-05-02 02:54:16,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
204,10,4,2025-04-18 11:01:23,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
205,10,1,2025-04-08 19:27:17,0,mobile,website,iOS,Chrome,5G,11,65,Loyal
206,10,2,2025-05-01 23:15:12,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
207,10,11,2025-04-08 06:07:38,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
208,10,8,2025-04-20 11:04:31,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
209,10,3,2025-04-30 22:16:35,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
210,10,9,2025-04-15 06:11:55,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
211,10,19,2025-04-26 17:51:01,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
212,10,22,2025-04-24 20:48:19,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
213,10,6,2025-04-15 05:46:14,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
214,10,18,2025-04-21 04:13:27,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
215,10,21,2025-04-17 02:19:56,0,mobile,app,iOS,Chrome,5G,11,65,Loyal
216,10,20,2025-04-27 23:47:42,0,mobile,social_media,iOS,Chrome,5G,11,65,Loyal
217,10,15,2025-04-16 03:29:59,0,mobile,search_engine,iOS,Chrome,5G,11,65,Loyal
218,11,1,2025-04-29 08:00:50,0,mobile,app,Android,Chrome,DSL,5,109,New
219,11,9,2025-04-22 13:31:43,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
220,11,2,2025-04-11 00:20:38,0,mobile,social_media,Android,Chrome,DSL,5,109,New
221,11,8,2025-04-16 13:17:52,0,mobile,social_media,Android,Chrome,DSL,5,109,New
222,11,6,2025-04-16 03:18:27,0,mobile,social_media,Android,Chrome,DSL,5,109,New
223,11,20,2025-04-12 11:07:10,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
224,11,15,2025-04-28 17:17:54,0,mobile,website,Android,Chrome,DSL,5,109,New
225,11,16,2025-04-06 08:37:46,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
226,11,23,2025-05-03 15:26:06,0,mobile,app,Android,Chrome,DSL,5,109,New
227,11,7,2025-04-28 18:11:55,0,mobile,social_media,Android,Chrome,DSL,5,109,New
228,11,19,2025-04-12 04:32:25,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
229,11,17,2025-04-07 00:53:40,0,mobile,app,Android,Chrome,DSL,5,109,New
230,11,24,2025-04-22 12:06:02,0,mobile,app,Android,Chrome,DSL,5,109,New
231,11,5,2025-04-25 19:09:58,0,mobile,website,Android,Chrome,DSL,5,109,New
232,11,21,2025-04-13 18:46:37,0,mobile,website,Android,Chrome,DSL,5,109,New
233,11,0,2025-04-22 03:00:43,0,mobile,website,Android,Chrome,DSL,5,109,New
234,11,10,2025-04-06 16:24:58,0,mobile,social_media,Android,Chrome,DSL,5,109,New
235,11,4,2025-04-07 14:08:27,0,mobile,app,Android,Chrome,DSL,5,109,New
236,11,12,2025-04-15 08:13:02,0,mobile,website,Android,Chrome,DSL,5,109,New
237,11,14,2025-04-07 03:56:31,0,mobile,app,Android,Chrome,DSL,5,109,New
238,11,13,2025-04-28 15:20:07,0,mobile,social_media,Android,Chrome,DSL,5,109,New
239,11,18,2025-04-09 03:58:10,0,mobile,social_media,Android,Chrome,DSL,5,109,New
240,11,3,2025-04-23 10:44:03,0,mobile,website,Android,Chrome,DSL,5,109,New
241,11,11,2025-04-21 04:31:14,0,mobile,search_engine,Android,Chrome,DSL,5,109,New
242,11,22,2025-04-05 09:19:54,0,mobile,app,Android,Chrome,DSL,5,109,New
243,12,17,2025-04-05 20:19:27,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
244,12,4,2025-04-24 02:50:36,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
245,12,21,2025-04-06 01:43:26,1,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
246,12,23,2025-04-27 21:11:41,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
247,12,12,2025-05-02 14:55:24,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
248,12,18,2025-05-01 20:58:21,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
249,12,24,2025-05-02 05:38:28,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
250,12,15,2025-04-10 23:59:08,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
251,12,13,2025-04-30 22:20:55,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
252,12,16,2025-04-24 16:02:55,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
253,12,0,2025-04-16 02:37:28,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
254,12,11,2025-04-10 02:55:38,1,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
255,12,5,2025-04-09 18:25:27,0,desktop,website,iOS,Samsung Browser,Cable,5,191,Returning
256,12,3,2025-04-07 12:30:47,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
257,12,2,2025-04-26 21:56:56,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
258,12,1,2025-04-06 22:54:17,0,desktop,app,iOS,Samsung Browser,Cable,5,191,Returning
259,12,9,2025-04-08 20:06:24,0,desktop,search_engine,iOS,Samsung Browser,Cable,5,191,Returning
260,12,10,2025-04-20 12:07:35,0,desktop,social_media,iOS,Samsung Browser,Cable,5,191,Returning
261,13,7,2025-04-16 04:39:08,0,mobile,website,Android,Chrome,4G,11,12,Returning
262,13,9,2025-05-03 23:22:06,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
263,13,2,2025-04-23 23:20:41,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
264,13,22,2025-04-27 11:18:01,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
265,13,19,2025-04-20 15:49:34,0,mobile,app,Android,Chrome,4G,11,12,Returning
266,13,14,2025-04-16 23:45:39,0,mobile,website,Android,Chrome,4G,11,12,Returning
267,13,20,2025-04-29 02:15:13,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
268,13,0,2025-04-16 15:37:03,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
269,13,15,2025-04-14 09:00:43,0,mobile,website,Android,Chrome,4G,11,12,Returning
270,13,5,2025-04-27 07:35:10,1,mobile,app,Android,Chrome,4G,11,12,Returning
271,13,16,2025-05-03 15:04:02,1,mobile,website,Android,Chrome,4G,11,12,Returning
272,13,4,2025-04-07 10:05:49,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
273,13,18,2025-04-20 00:10:29,1,mobile,social_media,Android,Chrome,4G,11,12,Returning
274,13,24,2025-04-28 12:13:05,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
275,13,10,2025-05-01 04:53:52,0,mobile,app,Android,Chrome,4G,11,12,Returning
276,13,13,2025-04-27 13:09:34,1,mobile,website,Android,Chrome,4G,11,12,Returning
277,13,11,2025-04-21 12:12:51,0,mobile,search_engine,Android,Chrome,4G,11,12,Returning
278,13,8,2025-04-18 22:23:05,0,mobile,social_media,Android,Chrome,4G,11,12,Returning
279,13,17,2025-05-02 06:16:13,0,mobile,app,Android,Chrome,4G,11,12,Returning
280,13,21,2025-04-19 21:50:42,0,mobile,app,Android,Chrome,4G,11,12,Returning
281,14,17,2025-04-29 19:12:24,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
282,14,24,2025-04-23 04:59:39,0,mobile,search_engine,iOS,Chrome,WiFi,5,140,Loyal
283,14,13,2025-04-26 10:17:33,0,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
284,14,12,2025-04-06 11:49:43,0,mobile,website,iOS,Chrome,WiFi,5,140,Loyal
285,14,22,2025-04-12 12:31:01,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
286,14,0,2025-04-23 16:09:05,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
287,14,23,2025-04-26 18:41:34,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
288,14,5,2025-04-10 19:15:16,0,mobile,app,iOS,Chrome,WiFi,5,140,Loyal
