user_id,age_group,gender,ethnicity,socioeconomic_status,disability_status,education,income,location,region,state,location_detail,population_density,primary_os,primary_browser,connection_type,screen_size,browse_depth,session_duration,visitor_status,customer_value,relationship_status,occupation,interest_technology,interest_sports,interest_travel,interest_food,interest_fashion,interest_gaming,interest_arts,interest_health,interest_education,interest_finance,browsing_tech,browsing_finance,browsing_healthcare,browsing_education,browsing_professional,browsing_shopping,browsing_entertainment,activity_morning,activity_afternoon,activity_evening,activity_night,pages_per_session,seconds_per_session,browsing_travel
17,35-44,Male,White,Medium,Sensory,Bachelor's,$25k-$50k,Rural,Southeast,WI,Inner Suburb,Very High,Windows,Chrome,WiFi,Medium,High (6+ pages),Medium (1-5 min),New,Medium,Single,Professional,0.33528292803858434,0.2805592888950611,0.2852579427829412,0.4653530716483448,0.09858962119535604,0.5277693876892704,0.4915159508208732,0.4692493809974489,0.12984324754727358,0.475891833550704,0.04819075230941182,0.10654302909570697,0.8408925754373212,0.2213729632427085,0.11341332979112582,0.3586990763502481,0.1625604965012956,0.7089692453190869,0.37851322913924623,0.7826458714452157,0.7019466026885032,13,173,
18,35-44,Male,Black,Medium,None,Bachelor's,$100k+,Suburban,West,VA,Urban Core,Medium,iOS,Chrome,5G,Medium,Medium (3-5 pages),Medium (1-5 min),New,Low,Married,Professional,0.2487544946030448,0.3238294315662043,0.2926560562514484,0.2859616401548633,0.2730771545032844,0.10934644335079226,0.16024013953513605,0.17571177594039578,0.11103424221656219,0.29843828453034815,0.6820455880036235,0.08457741655871549,0.5863993763473176,0.2177924660156757,0.22142726317981634,0.1540186878693774,0.4013982005691211,0.8636363271927112,0.5274443822785227,0.11387004929241169,0.7967568659933288,5,120,
19,35-44,Non-binary,Black,Low,None,High School,$100k+,Rural,West,NE,Urban Core,Medium,Android,Samsung Browser,5G,Small,High (6+ pages),Long (> 5 min),Returning,Low,In Relationship,Technical,0.1369923585379504,0.48828683161828257,0.5971003727906848,0.28711994887896225,0.2573975590678669,0.2925398755524735,0.18376669440340732,0.1550393239391176,0.14773819930790147,0.1873754040847258,0.36324831436765387,0.139664396983504,0.07398363272652772,0.3403021217594558,0.11649991247497828,0.3525176678548421,0.26648313745990826,0.09394144679537418,0.31969390476189047,0.5950162226877828,0.673973798234612,13,764,
20,35-44,Male,White,Low,None,Bachelor's,$0-$25k,Suburban,Midwest,NY,Urban Core,High,iOS,Chrome,WiFi,Small,High (6+ pages),Medium (1-5 min),New,High,Married,Student,0.034258801205154635,0.3886188998710034,0.2635866569527635,0.8784680451033084,0.43783500303177536,0.20792454158912743,0.12397829267915031,0.15561400870439165,0.34751663539929367,0.4245134474047737,0.302958299215299,0.19614605597755524,0.14961349472503646,0.1590703527163217,0.32224669269235334,0.4355755742297439,0.5448532294162836,0.35541154700252925,0.6489439078321061,0.05325151998879165,0.7632832383233532,12,231,
21,45-54,Female,White,High,None,Bachelor's,$50k-$75k,Urban,Midwest,ID,Inner Suburb,Low,iOS,Chrome,4G,Small,Medium (3-5 pages),Medium (1-5 min),Returning,High,Widowed,Student,0.29276416564525104,0.1909145778912637,0.07795963941287153,0.1664608313321772,0.5553191345300229,0.7452686943267729,0.2433265928396297,0.5758481061949812,0.33630639560516273,0.25336799724419906,0.11087430961078114,0.35691612436685,0.31166730323007724,0.2845761335640993,0.0480638623561698,0.46694462244755036,0.316718803974599,0.1908537741298945,0.41988141895547876,0.6236521146379946,0.38121599843633325,4,279,0.0
22,45-54,Male,White,Low,None,Bachelor's,$25k-$50k,Urban,Midwest,ME,Inner Suburb,Medium,iOS,Safari,4G,Medium,High (6+ pages),Medium (1-5 min),Loyal,Medium,Divorced,Professional,0.002281205238420977,0.5574651117302909,0.08287122138702152,0.05325864531730531,0.048682880964215365,0.22784088893282556,0.37362788402305835,0.7547573854195095,0.6674211821822597,0.27197238433322946,0.11022037720435161,0.29775798231980516,0.5154682489964011,0.3602259518349441,0.30322958677044287,0.1321213411833988,0.09354438911713911,0.4490014132176931,0.4000371672939355,0.8261424226466442,0.5105161486408509,13,166,
23,45-54,Female,Asian,Low,None,High School,$25k-$50k,Rural,Southeast,VA,Inner Suburb,Low,MacOS,Opera,5G,Medium,Low (1-2 pages),Long (> 5 min),Returning,Medium,Widowed,Retired,0.010798390599150245,0.4011103179107914,0.5324779402447014,0.49758834911435135,0.4054138881262095,0.10141045160390028,0.17602305327193432,0.25837300150075493,0.8417356206940189,0.23856072960069283,0.1264711347217148,0.5824471316065204,0.24363595712436859,0.36780793816915186,0.19566677201086763,0.37103194649527993,0.3861445506091241,0.6040177164390477,0.4891459491799146,0.6073113511646879,0.8071489961855237,1,973,
24,55-64,Male,Black,Low,None,Master's,$0-$25k,Suburban,Midwest,DE,Small City,High,iOS,Chrome,DSL,Medium,High (6+ pages),Medium (1-5 min),Returning,Low,Married,Professional,0.32738956173371503,0.31225050909028806,0.0231954840103077,0.5477621324854404,0.3485397725916839,0.1639395176168354,0.4014444442508788,0.6119245823064559,0.578954610759109,0.35739281463293326,0.42105085850887153,0.721624494176537,0.5434793142214033,0.15459537228215317,0.33401732626763825,0.32774110483920654,0.26208012877687614,0.3790896785482042,0.7129647142323948,0.2130661401467928,0.26410907377381365,13,72,
25,35-44,Male,Black,Medium,None,Some College,$0-$25k,Urban,Midwest,NY,Outer Suburb,Very High,iOS,Edge,4G,Medium,Medium (3-5 pages),Medium (1-5 min),Loyal,Low,Married,Technical,0.40319383185693924,0.43333071832058917,0.2735507932569064,0.251928246896368,0.3063194413866282,0.46399915195501,0.233157186137441,0.43121032500086665,0.1364323953954759,0.707081383465344,0.057485768007502235,0.24410825024167151,0.21384311863505673,0.0877617484042802,0.2668856373084489,0.23037136701791613,0.11833366974351718,0.3765542942609268,0.6100914571097388,0.452049496334568,0.5009690008131541,3,284,
26,45-54,Female,White,High,None,Bachelor's,$25k-$50k,Suburban,Midwest,PA,Inner Suburb,Very Low,Windows,Safari,5G,Medium,Low (1-2 pages),Medium (1-5 min),Loyal,Low,Single,Technical,0.34407609029415614,0.4749783005569161,0.15824992767540846,0.33968434132569586,0.37908164500650565,0.41537592736253265,0.08763213193723858,0.3177022716136894,0.07978352809812199,0.28703382577661307,0.7364478498421171,0.37544210608859024,0.2340791136145073,0.6673882577187175,0.3400483655242592,0.6984712749390012,0.045429295054862866,0.6490229793938901,0.5732220524605746,0.39203635973123435,0.4143854626215269,2,294,0.0
27,35-44,Female,Black,Medium,Cognitive,Bachelor's,$50k-$75k,Urban,Midwest,CT,Urban Core,Medium,Windows,Safari,WiFi,Large,Medium (3-5 pages),Medium (1-5 min),New,Low,Single,Student,0.14973096994542495,0.26065792789123543,0.1004947030473807,0.40977284585320545,0.4101079784468135,0.10532258356428544,0.19367319272954722,0.28855670219223717,0.1858111580127269,0.7347946070469272,0.1584351740929332,0.5392361143764132,0.615683896161763,0.13794088139922084,0.11547151120414166,0.46962148900174455,0.2067080803289352,0.7080075952381821,0.49971536924350085,0.35819391190799266,0.7415322068518365,5,111,
28,25-34,Male,Hispanic,Medium,Sensory,Master's,$100k+,Urban,Northeast,LA,Town,Medium,Windows,Chrome,WiFi,Large,Medium (3-5 pages),Short (< 1 min),Returning,Low,Single,Professional,0.2603861506579011,0.5600858598076927,0.030190593345845743,0.8399995818874382,0.5378377268225096,0.6573229898869656,0.3505225814836772,0.1675761627830117,0.34705172636750214,0.2586377345870892,0.36153738735811686,0.23292090560069306,0.6603044132533659,0.38034351795931187,0.12195810392408467,0.40921678216232754,0.19160021164596938,0.3900996888467195,0.4831065789478705,0.4364981370638944,0.5036755907737497,3,58,
29,35-44,Male,Hispanic,Medium,None,Master's,$75k-$100k,Urban,West,OH,Small City,Very Low,Windows,Safari,WiFi,Small,Medium (3-5 pages),Medium (1-5 min),New,Low,Single,Unemployed,0.43057100386798536,0.07121508213864226,0.20476676709443173,0.24598055354132314,0.4406241867395555,0.5487916253140008,0.17554073217787647,0.3074698014596702,0.010581824198874266,0.2563660279755669,0.07564951205604609,0.28508180717470616,0.19636855101789252,0.09347031806195233,0.10185747986040473,0.27576285579208526,0.5679544081320694,0.6875995120701672,0.6568013778547431,0.1528192619837992,0.9078814078542835,5,296,
30,35-44,Male,White,High,None,Master's,$50k-$75k,Rural,Midwest,VT,Small City,Very High,MacOS,Edge,WiFi,Small,Medium (3-5 pages),Long (> 5 min),Returning,Low,Single,Retired,0.15297758190131405,0.28252833022057516,0.7121206484095964,0.1904646915927315,0.054357539146127065,0.3853486092261661,0.23524103305933394,0.017089482637096608,0.041782290556780274,0.07895867068702597,0.04188752540543968,0.6247099696241283,0.22158162840410583,0.3452418741456257,0.26381197365574927,0.07888291931954865,0.15105608725544356,0.745994547474432,0.710834945434348,0.8321095744946254,0.6204024882525382,5,1057,0.0
31,65+,Female,Black,Medium,None,Master's,$100k+,Suburban,Northeast,ME,Outer Suburb,Low,iOS,Safari,Satellite,Small,Medium (3-5 pages),Long (> 5 min),Returning,Medium,Divorced,Professional,0.27016366814783616,0.5517266201695255,0.35244906872429804,0.35832765695781243,0.5162599045776503,0.03908340372777712,0.48174535008588754,0.401686736661812,0.319757353303497,0.5544673692158653,0.49802940960145065,0.22231537041348656,0.15701334923102472,0.1603626720468561,0.26646915421662837,0.0681623677410034,0.2153435969861875,0.4115945351673344,0.7595357851070877,0.36142307585936556,0.3169407071393371,4,1151,
32,35-44,Female,Black,High,None,Master's,$50k-$75k,Suburban,Midwest,LA,Inner Suburb,Very High,iOS,Chrome,DSL,Large,Medium (3-5 pages),Medium (1-5 min),New,Low,In Relationship,Professional,0.5263867981015032,0.061742697551619576,0.22869701000046117,0.24080309866663735,0.5857756747043449,0.25384697436139386,0.46983936159345524,0.6403075685257057,0.20169178098900925,0.24700121069903636,0.34077884696340854,0.5231288077617927,0.20300465997585518,0.4230367170045194,0.5248877454802658,0.41054186300278056,0.3907525695698253,0.26464621582124526,0.8307645390634895,0.8267062381165168,0.6294968729397811,5,156,0.0
33,18-24,Female,Black,Medium,None,High School,$25k-$50k,Urban,Midwest,PA,Inner Suburb,High,Windows,Chrome,5G,Medium,Low (1-2 pages),Medium (1-5 min),Returning,Low,Married,Technical,0.1300550795428462,0.030371999221335013,0.5367505281695787,0.23849224819675405,0.31536087314190003,0.01524598156434908,0.011337854305769182,0.4155138235169018,0.040739953725328376,0.2800105712457098,0.6918833917363958,0.35415817432730573,0.12971461675670828,0.5135975410988637,0.21459436778891294,0.12879148289463038,0.4700703334488674,0.1505814069215184,0.08808953345435853,0.9148967019202485,0.23922241560134325,1,206,
34,25-34,Female,Other,Medium,Physical,Some College,$50k-$75k,Urban,West,MI,Town,Very High,Windows,Safari,4G,Large,Low (1-2 pages),Long (> 5 min),Returning,High,Married,Retired,0.15912134022060295,0.12972312708011743,0.2766555046466523,0.26682212827848384,0.24555027361930543,0.807348555430437,0.2912565287502642,0.6207472426218632,0.7868105189919481,0.7372684025999118,0.47710804313235805,0.5137512214167149,0.8347485512957628,0.3351606124856204,0.31579918157983905,0.33291311471212554,0.324871475750117,0.42199153364798525,0.8963615721811878,0.4128880756331847,0.8030905819448122,2,1102,
35,35-44,Male,Asian,Medium,Sensory,PhD,$25k-$50k,Urban,Midwest,RI,Small City,Very High,Android,Edge,WiFi,Large,Low (1-2 pages),Short (< 1 min),Returning,Low,Married,Service,0.08994222962612362,0.09521203384689998,0.45400047589801035,0.4958385527890738,0.13985940783842393,0.266371815651756,0.019102470331201694,0.2791050414687908,0.042853636065195266,0.3007551069239237,0.15548224990260434,0.5905144785580407,0.9204268344325678,0.23587083238608406,0.1941468489410864,0.14220253143843398,0.16799482388497858,0.8493245176295887,0.5525933676369686,0.7066092242280552,0.7551127535206037,2,51,
36,55-64,Female,Hispanic,Low,None,Some College,$100k+,Rural,Midwest,NH,Town,Medium,iOS,Safari,Fiber,Medium,Medium (3-5 pages),Medium (1-5 min),Returning,Low,Married,Retired,0.08388611157728393,0.05220924846968676,0.5196641877542726,0.03273756987755276,0.5707228307191669,0.19285015815435078,0.47626847014572565,0.2638709103543727,0.7663771175941074,0.22694014559594924,0.1815946178233318,0.7524022248276302,0.6593747125658032,0.06299646144235017,0.18698030659703269,0.38184527431683546,0.6975336909425363,0.18901635050050752,0.617204053106011,0.5808822826823082,0.7543830098105834,4,233,
37,35-44,Male,Black,Medium,None,High School,$0-$25k,Urban,Midwest,ME,Urban Core,Very High,Windows,Chrome,WiFi,Small,Medium (3-5 pages),Medium (1-5 min),Loyal,Low,In Relationship,Service,0.20027838487384228,0.5884392794324189,0.15117352527750597,0.09622903950810084,0.025340516018220953,0.3191859451694115,0.42610347709754864,0.12250515863849787,0.3211625413179108,0.501358262933787,0.17198661601714135,0.15123249431410488,0.27980245991201724,0.0656194170216246,0.421515240650989,0.1850494402740722,0.2784391674920059,0.3848938175714359,0.9585847801484487,0.6699904260359477,0.4602299182875879,3,209,
38,18-24,Female,White,Medium,None,Some College,$50k-$75k,Suburban,Southwest,ME,Small City,Low,Windows,Chrome,Fiber,Extra Large,Medium (3-5 pages),Short (< 1 min),Returning,Medium,In Relationship,Sales,0.2914444579741449,0.22254936669109718,0.014161856786025877,0.4632130188113435,0.4321694407136438,0.4657896196318968,0.1174730806724669,0.053597290862027754,0.058160405640765966,0.4985030315629709,0.49301412522036786,0.157263594466561,0.09665054524970615,0.14229935413855646,0.42620443995573376,0.15502308471650178,0.3136144474448029,0.5847341623819152,0.7237880262232294,0.562987951538997,0.03172657037308252,3,26,
39,25-34,Female,Hispanic,Low,Physical,Some College,$75k-$100k,Rural,West,ME,Inner Suburb,Very High,Windows,Chrome,4G,Small,Medium (3-5 pages),Short (< 1 min),Returning,High,Married,Student,0.4086572574990605,0.5398838633663755,0.33709291026520866,0.1117537971266531,0.06365333948429924,0.3663539921793817,0.5815513424769396,0.42338502571845904,0.7664138680629324,0.45425770683574374,0.7671384328307743,0.3005275732815509,0.19134180163621986,0.2881256025730836,0.16394842134768506,0.14533934954950956,0.1624788531498017,0.8576961079022746,0.3033823852640785,0.22608990830389525,0.5725068255608976,4,33,
40,35-44,Male,White,High,None,PhD,$25k-$50k,Suburban,West,NH,Inner Suburb,Very High,ChromeOS,Chrome,5G,Medium,Low (1-2 pages),Short (< 1 min),Returning,Medium,Single,Technical,0.26648371543693805,0.6132389669384265,0.1630809775156303,0.10196408406980978,0.08796385820712631,0.5717854559792289,0.3886561253807535,0.1302571460653751,0.6848413026965803,0.44956022893333386,0.07275130761176914,0.6900028535054643,0.149225108414011,0.05975981991314393,0.18804464933634507,0.34398774758457995,0.46091772048200574,0.8024362573348193,0.2607093477132255,0.23409155691824407,0.34122022473710234,2,14,0.0
41,35-44,Female,Black,Low,Physical,High School,$0-$25k,Rural,Midwest,DC,Outer Suburb,Low,Windows,Firefox,WiFi,Large,Medium (3-5 pages),Long (> 5 min),Loyal,Low,Married,Technical,0.49586362311992865,0.2538664464590083,0.12236647213016452,0.3052021304082278,0.2973036546433174,0.20815401109778864,0.6409435956185778,0.2089705926003481,0.45759946507615196,0.6228796680893426,0.09232167622420849,0.20378110724182263,1.0,0.047337930498156156,0.31225336446861357,0.36448382013037656,0.31586491012899864,0.07749590138145901,0.6389150532737027,0.7445257525943358,0.4759166396545582,4,348,
42,35-44,Male,Hispanic,Medium,None,PhD,$25k-$50k,Urban,West,OK,Inner Suburb,Medium,iOS,Edge,WiFi,Medium,Medium (3-5 pages),Medium (1-5 min),Returning,Medium,Single,Service,0.3233360575531507,0.47354825546584856,0.16768763071977746,0.20583727955818967,0.5429401712294967,0.7730795175021754,0.13811926115960035,0.4206224732601721,0.09551883837140902,0.2461842619793944,0.060175973413807,0.05832374667099897,0.26881582184507197,0.09541605974677343,0.19414042921243588,0.2397721910751084,0.04587995091925265,0.2602556573109351,0.8013202430300157,0.5296696480279698,0.6993416636070798,3,149,
43,35-44,Male,Black,Low,None,Master's,$0-$25k,Suburban,Southeast,NY,Outer Suburb,Very Low,Windows,Edge,5G,Medium,Medium (3-5 pages),Short (< 1 min),New,Low,Divorced,Technical,0.01803315991050664,0.19393691997814627,0.1027568354245712,0.4405130798027546,0.15835310691173476,0.05941703952011616,0.607837877587441,0.14095618345238597,0.44998054940191046,0.3420467849194921,0.37126588234056157,0.17194293502233157,0.2861949221218693,0.36234999103846083,0.11473008918797957,0.3412497552115576,0.4277210003609137,0.797219408248496,0.6800588316734311,0.14936452290607638,0.23016722362245665,3,14,
44,35-44,Male,White,High,Sensory,High School,$0-$25k,Suburban,Southeast,ID,Outer Suburb,High,Android,Chrome,4G,Small,Medium (3-5 pages),Short (< 1 min),Returning,Low,Widowed,Technical,0.035192784180708495,0.10097475760886011,0.03721292610947038,0.07275237807262279,0.6029845118655577,0.2489541760011578,0.30386602156996345,0.4747204918139602,0.5046446290019396,0.16358385031558903,0.29104901900115043,0.237867383556679,1.0,0.1759912484250493,0.7534476620432962,0.24486091061460727,0.25227713799641005,0.30642462238271256,0.8140276060673755,0.23393268069118237,0.6697901658616459,3,37,0.0
