ad_id,advertiser,category,ad_title,ad_description,is_job_listing,job_category,compensation,creation_date,budget,targeting_strategy,ad_format,ad_objective,target_interests,protected_attr_score,age_group_18-24_targeting_weight,age_group_25-34_targeting_weight,age_group_35-44_targeting_weight,age_group_45-54_targeting_weight,age_group_55-64_targeting_weight,age_group_65+_targeting_weight,gender_Male_targeting_weight,gender_Female_targeting_weight,gender_Non-binary_targeting_weight,ethnicity_White_targeting_weight,ethnicity_Black_targeting_weight,ethnicity_Hispanic_targeting_weight,ethnicity_Asian_targeting_weight,ethnicity_Indigenous_targeting_weight,ethnicity_Other_targeting_weight,socioeconomic_status_Low_targeting_weight,socioeconomic_status_Medium_targeting_weight,socioeconomic_status_High_targeting_weight,disability_status_None_targeting_weight,disability_status_Physical_targeting_weight,disability_status_Cognitive_targeting_weight,disability_status_Sensory_targeting_weight,disability_status_Multiple_targeting_weight,geo_score,Northeast_targeting_weight,Southeast_targeting_weight,Midwest_targeting_weight,Southwest_targeting_weight,West_targeting_weight,device_score,mobile_targeting_weight,desktop_targeting_weight,apple_targeting_weight,android_targeting_weight,behavior_score,high_engagement_weight,high_value_weight,loyal_visitor_weight
10,Young-Vega,Travel,"Burke, Mann and Frazier Travel Product","Establish behind respond focus everybody.
Garden concern cover former. Teacher all stock drop wind above. Herself idea fund together record visit last.",0,,,2025-04-27,Medium,Specific,Video,Consideration,"Technology,Sports,Travel",0.30212388941603197,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3942566387043888,0.5,0.6057433612956111,0.5,0.5,0.5,0.5,0.5,0.2068451051513822,0.5,0.5,0.5,0.5,0.5,0.8491604457233697,0.5,0.5,0.5,0.5,0.564849988523107,0.6976974959830874,0.7372369951797049,0.5
11,Nichols Group,Retail,Brown and Sons Retail Product,"Agent break safe pass he radio. People senior picture issue organization your.
Court rich region gas standard everything. Pass green wide. Never color after arrive born energy. Investment lay father.",0,,,2025-04-01,High,Specific,Interactive,Consideration,"Food,Technology",0.29990527279370416,0.5,0.5,0.5,0.5,0.5,0.5,0.43701989271332214,0.5629801072866779,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2494708773361024,0.5,0.5698518456541086,0.5698518456541086,0.5523888842405815,0.5,0.4976071380481636,0.5,0.5,0.5,0.5,0.7073252476131593,0.5,0.5,0.5
12,Martin PLC,Technology,"Davis, Williams and Smith Technology Offer",Reality whether TV mean four explain. Style energy already industry door. Family fish painting project summer usually girl.,0,,,2025-05-02,Low,Broad,Interactive,Traffic,"Sports,Health,Travel",0.25178947566384957,0.5,0.5,0.5,0.5,0.5,0.5,0.5528757898894084,0.4471242101105916,0.3,0.5528757898894084,0.4471242101105916,0.4471242101105916,0.5528757898894084,0.4471242101105916,0.4471242101105916,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.45441598098394087,0.5,0.5,0.5,0.5,0.5,0.4228700216765361,0.6184036060694301,0.5,0.5,0.5,0.5205954254846339,0.5,0.5,0.5
13,Hubbard Inc,Automotive,Jackson Inc Automotive Service,"Drop spend later current perhaps paper simple. Culture home door third participant. Behind offer national development dream care.
Threat it play ten child example billion direction.",0,,,2025-03-15,Low,Specific,Interactive,Engagement,Arts,0.5638685863711407,0.5,0.5,0.5,0.5,0.5,0.5,0.6184124031379395,0.38158759686206045,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.3026459947701008,0.5,0.6973540052298992,0.5,0.5,0.5,0.5,0.5,0.8770872293412625,0.5,0.7455844242155535,0.7455844242155535,0.684188318161665,0.5,0.01220260974634757,0.5,0.5,0.5,0.5,0.26076194879625725,0.59126668207869,0.609520018494428,0.5
14,"Crawford, Nunez and Miller",Entertainment,"Sellers, Garcia and Webb Entertainment Product",Form firm my consumer direction somebody nice. Crime will many democratic instead even business. Decide turn need sound foreign tree.,0,,,2025-03-28,Low,Specific,Text,Engagement,Arts,0.18036984317589266,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9918404288440038,0.5,0.5,0.5,0.5,0.5,0.25295961532213385,0.5708286922901975,0.5,0.5,0.5,0.8267859307761645,0.5,0.5,0.5
15,Watson-Stewart,Professional Services,Service Industry Position at Scott Inc,"Write dream would hotel level it threat. Send analysis police check just.
Full participant change. Adult name talk old special half. Behavior interview great three.",1,Service Industry,Medium,2025-04-25,High,Specific,Video,Consideration,"Fashion,Gaming",0.8319003125833536,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.3053112973218839,0.6068589540626593,0.5,0.5,0.5,0.5854871632501275,0.6178698507340386,0.5,0.6730035582055308,0.5,0.5,0.41870831221363836,0.5,0.5,0.5
16,Flores Group,Automotive,Walker LLC Automotive Offer,"Significant force past writer. Child class station nor music tree wear.
Benefit eye which but place yes office. May catch travel meeting. Real learn charge dark.",0,,,2025-03-02,Medium,Specific,Video,Engagement,"Health,Sports,Technology",0.051591716072397986,0.5,0.5,0.5,0.5,0.5,0.5,0.5108342603752036,0.4891657396247964,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.4819428993746607,0.5,0.5180571006253393,0.5,0.5,0.5,0.5,0.5,0.6068677811302792,0.5,0.6699229787164782,0.6699229787164782,0.6274422340373587,0.5,0.6956544339291119,0.5,0.5,0.5,0.5,0.38998148711773895,0.6364935204912086,0.6637922245894503,0.5
17,Alexander-Morris,Professional Services,Service Industry Position at Brown PLC,Wind give continue region support produce inside. Age believe which hot with part write. Where media admit animal agreement heavy yeah. Line assume tough skin.,1,Service Industry,Medium,2025-04-03,Medium,Broad,Text,Consideration,"Fashion,Finance,Gaming",0.9450663221585448,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.816174754303865,0.7856611640063527,0.5,0.5,0.5,0.7285289312050822,0.041043453209379854,0.5,0.5114921668986263,0.5,0.5,0.023321407589214305,0.5,0.5,0.5
18,Hunter-Olson,Entertainment,Jackson Ltd Entertainment Offer,"Sign watch citizen note low act. Subject sound nor need.
Dream woman charge under situation. Onto everybody back thought will.",0,,,2025-04-17,High,Specific,Video,Awareness,Travel,0.6245544609405081,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4215903411791905,0.5,0.5,0.5,0.5,0.5,0.8266304573346779,0.7314565280537098,0.5,0.5,0.5,0.4284740884368029,0.5,0.5,0.5
19,Gonzalez and Sons,Entertainment,Wright-Leonard Entertainment Service,"Both family chair woman protect. Chair security successful why.
It test political action town should worry. Within for practice indeed.
Ago away east send they other. Beyond book film.",0,,,2025-04-17,Low,Specific,Video,Engagement,"Education,Gaming,Food",0.3121121789262653,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.258156783463114,0.5,0.5,0.5,0.5,0.5,0.6802881358492816,0.6904806780377989,0.5,0.5,0.5,0.9941246227460243,0.5,0.5,0.5
20,"Gonzalez, Crane and Mercer",Home Services,"Bailey, Leblanc and Jackson Home Services Service","Lay teacher song relationship real how large. Behavior message send big sing.
Upon already movie forward. Cold clearly development really TV town else. Subject pattern tough look bring.",0,,,2025-03-18,Low,Specific,Interactive,Engagement,Arts,0.4372953077036906,0.5,0.5,0.5,0.5,0.5,0.5,0.408167985382225,0.591832014617775,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7869028934776973,0.5,0.5,0.5,0.5,0.5,0.6422542655528151,0.5,0.5,0.5,0.5,0.5515840062560036,0.5,0.5,0.5
21,Hill Ltd,Professional Services,Entry Level Position at Johnston-Cunningham,"Explain a reason treatment full kitchen. Foreign effort skin treatment land.
Either mind along dark easy simple. Space image government minute.",1,Entry Level,Low,2025-03-11,Low,Specific,Image,Traffic,"Fashion,Food",0.3929959799597341,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.38259904681804624,0.6339096663863162,0.5,0.5,0.5,0.607127733109053,0.899187050856819,0.5,0.7517723742399094,0.5,0.5,0.36922490567560884,0.5,0.5,0.5
22,Combs Inc,Retail,"Ward, Howe and Shaw Retail Offer","Financial put sure law personal then. Product recently number lay.
Sure bed lawyer. Inside responsibility cost lose TV speak. Sense east method form.",0,,,2025-04-15,Medium,Specific,Text,Consideration,Finance,0.6389636662746017,0.5,0.5,0.5,0.5,0.5,0.5,0.3658176300823337,0.6341823699176663,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2122909172151869,0.5,0.5594414568202524,0.5594414568202524,0.5445810926151893,0.5,0.24134914157473708,0.5,0.5,0.5,0.5,0.3412624931167286,0.5,0.5,0.5
23,Romero-Hardin,Automotive,"Gross, Maldonado and Davis Automotive Offer","State firm act. Here society staff budget. Of lead middle newspaper.
Light simple across main of center job entire.",0,,,2025-02-20,Low,Specific,Video,Consideration,"Arts,Finance,Sports",0.12025036289784896,0.5,0.5,0.5,0.5,0.5,0.5,0.5252525762085483,0.47474742379145174,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.4579123729857529,0.5,0.5420876270142472,0.5,0.5,0.5,0.5,0.5,0.7347675281229329,0.5,0.7057349078744213,0.7057349078744213,0.6543011809058159,0.5,0.6456233714756221,0.5,0.5,0.5,0.5,0.015503373928055897,0.5054261808748196,0.5065114170497835,0.5
24,"Cox, Navarro and Robbins",Automotive,Smith LLC Automotive Offer,"Page represent you child small hot. Stuff discussion room meet.
Stage property instead. Top southern great myself. Current however grow my teach. Gas education decide wife artist chair.",0,,,2025-04-09,Low,Broad,Carousel,Traffic,"Health,Finance",0.7082517458550163,0.5,0.5,0.5,0.5,0.5,0.5,0.6487328666295534,0.35126713337044657,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.2521118889507443,0.5,0.7478881110492557,0.5,0.5,0.5,0.5,0.5,0.5557933928238449,0.5,0.6556221499906766,0.6556221499906766,0.6167166124930075,0.5,0.14692720337770981,0.5,0.5,0.5,0.5,0.8292340544546547,0.7902319190591292,0.848278302870955,0.5
